   2.9704000e-02   9.8024000e-02   1.8208100e-01   9.1678000e-02   2.7857000e-02
   6.2019000e-02   8.3230000e-02   2.0965800e-01   8.6032000e-02   2.7870000e-02
   6.3704000e-02   1.1200300e-01   2.0070400e-01   1.4207300e-01   2.7890000e-02
   6.3629000e-02   1.2838100e-01   2.1614100e-01   8.3367000e-02   2.7856000e-02
   6.0991000e-02   8.4248000e-02   2.1800300e-01   1.1668400e-01   2.7856000e-02
   6.3086000e-02   4.3076000e-02   2.0060700e-01   1.3067200e-01   2.7869000e-02
   9.3237000e-02   1.5797400e-01   2.0876300e-01   4.8634000e-02   2.7866000e-02
   7.3854000e-02   1.3700800e-01   1.5650800e-01   9.1888000e-02   2.7859000e-02
   1.9468000e-02   7.6658000e-02   2.0174500e-01   9.8934000e-02   2.7859000e-02
   3.0846000e-02   7.0247000e-02   1.7984300e-01   1.5882500e-01   2.7859000e-02
   7.5272000e-02   1.2789400e-01   2.0636300e-01   1.2074000e-01   2.7888000e-02
   1.2349000e-02   3.4551000e-02   1.9372700e-01   1.2846500e-01   2.7865000e-02
   5.6230000e-03   3.9185000e-02   1.6421400e-01   1.4591000e-01   2.7878000e-02
   1.2550000e-02   1.0139100e-01   1.5102300e-01   5.6310000e-02   2.8021000e-02
   4.9078000e-02   7.9354000e-02   2.3286700e-01   1.4154200e-01   2.7856000e-02
   6.8673000e-02   1.0503600e-01   2.2165800e-01   8.2130000e-02   2.7860000e-02
   9.3038000e-02   1.4888000e-01   1.8749600e-01   6.8656000e-02   2.7866000e-02
   1.9769000e-02   1.2620800e-01   2.2695200e-01   7.2737000e-02   2.7854000e-02
   3.9590000e-02   6.7804000e-02   1.3592100e-01   1.2441300e-01   2.7874000e-02
   6.9516000e-02   8.0333000e-02   1.2707800e-01   1.2088200e-01   2.7868000e-02
   1.0689300e-01   1.2180500e-01   1.4009700e-01   9.1930000e-02   2.7983000e-02
   5.0882000e-02   1.4574500e-01   2.3096100e-01   8.4508000e-02   2.7858000e-02
   5.9550000e-03   1.0759700e-01   1.8564900e-01   1.4904900e-01   2.7901000e-02
   7.4758000e-02   1.3669900e-01   2.3413500e-01   5.8416000e-02   2.7863000e-02
   9.5490000e-03   1.5702200e-01   1.8930300e-01   1.1693100e-01   2.7902000e-02
   2.9891000e-02   1.5953700e-01   2.1561900e-01   8.1847000e-02   2.7858000e-02
   4.2861000e-02   1.4204700e-01   2.4961500e-01   1.1425800e-01   2.7861000e-02
   1.5355000e-02   7.6628000e-02   2.0230600e-01   6.7928000e-02   2.7890000e-02
   2.3745000e-02   1.5973400e-01   1.7535000e-01   8.8743000e-02   2.7865000e-02
   1.6875000e-02   1.0761000e-01   1.6445400e-01   1.4357300e-01   2.7890000e-02
   8.6950000e-02   7.8219000e-02   2.4400100e-01   1.3301100e-01   2.7892000e-02
   1.9948000e-02   8.8469000e-02   1.4744400e-01   1.3099300e-01   2.7874000e-02
   1.2736000e-02   7.3687000e-02   1.6112800e-01   9.7931000e-02   2.7870000e-02
   1.0482000e-02   4.8575000e-02   1.9785000e-01   1.2547700e-01   2.7859000e-02
   3.3141000e-02   9.6415000e-02   1.4881500e-01   1.3781200e-01   2.7876000e-02
   4.3638000e-02   1.3953100e-01   1.4276200e-01   1.1096000e-01   2.7928000e-02
   3.0978000e-02   1.5823900e-01   1.8331000e-01   8.5265000e-02   2.7861000e-02
   5.0720000e-03   4.6583000e-02   1.6351900e-01   1.4940700e-01   2.7882000e-02
   2.3838000e-02   4.4348000e-02   1.4349300e-01   1.5757100e-01   2.7881000e-02
   3.3206000e-02   1.1234500e-01   1.5005000e-01   7.1903000e-02   2.7865000e-02
   4.5737000e-02   1.2259000e-01   2.3904200e-01   6.7431000e-02   2.7855000e-02
   7.9482000e-02   1.0211400e-01   2.1231000e-01   7.4486000e-02   2.7894000e-02
   7.6045000e-02   1.3721300e-01   2.0928400e-01   4.8579000e-02   2.7864000e-02
   2.0776000e-02   7.8561000e-02   2.3711500e-01   1.0488700e-01   2.7854000e-02
   8.6998000e-02   7.3097000e-02   2.4098500e-01   1.5678700e-01   3.2292000e-02
   3.5910000e-03   1.1418100e-01   2.2982500e-01   4.5856000e-02   2.7866000e-02
   7.8076000e-02   9.6997000e-02   1.7882600e-01   1.3321700e-01   2.7866000e-02
   8.0303000e-02   1.5740200e-01   1.8055900e-01   9.7256000e-02   2.8002000e-02
   7.5871000e-02   1.5374000e-01   1.5979200e-01   8.1974000e-02   2.7865000e-02
   1.2754000e-02   1.3374900e-01   2.2937300e-01   9.2888000e-02   2.7859000e-02
   2.8080000e-02   5.3643000e-02   1.9550600e-01   1.4999200e-01   2.7856000e-02
   6.9691000e-02   9.7661000e-02   1.7483900e-01   9.9722000e-02   2.7858000e-02
   8.6427000e-02   1.1275100e-01   2.0442900e-01   6.4064000e-02   2.9963000e-02
   9.0260000e-03   1.1602600e-01   1.9643000e-01   1.5539800e-01   2.7930000e-02
   1.1044000e-02   8.1474000e-02   2.0515100e-01   1.2256100e-01   2.7857000e-02
   7.2077000e-02   1.2211400e-01   1.7400300e-01   6.0943000e-02   2.7864000e-02
