0.551259 	 0.543367 	 -0.449638 	 -0.485983 
0.380367 	 0.371226 	 0.306389 	 -0.040928 
0.471604 	 0.410187 	 0.127093 	 0.635479 
-0.582720 	 -0.680046 	 -0.190194 	 0.349032 
0.215418 	 0.133323 	 0.496259 	 0.188619 
-0.557662 	 -0.691739 	 -0.092334 	 -0.242510 
0.110894 	 0.060999 	 0.319216 	 0.695306 
0.509884 	 0.393613 	 -0.024111 	 0.183179 
0.689202 	 0.587493 	 0.706831 	 0.667620 
0.113266 	 -0.004204 	 -0.752542 	 -0.819977 
-0.404192 	 -0.550835 	 0.363483 	 0.696120 
-0.395208 	 -0.608259 	 -0.207122 	 -0.272613 
-0.630003 	 -0.787109 	 -0.139002 	 -0.133758 
-0.381296 	 -0.461249 	 -0.001641 	 0.328334 
-0.145305 	 -0.357824 	 -0.227684 	 0.223977 
0.295552 	 -0.014718 	 0.090763 	 0.005482 
-0.538345 	 -0.732476 	 0.510888 	 0.108150 
0.196876 	 -0.010617 	 -0.050980 	 -0.057161 
0.635254 	 0.554593 	 0.674661 	 0.484035 
0.840999 	 0.925440 	 0.058825 	 -0.024544 
-0.531428 	 -0.651985 	 -0.104926 	 -0.245313 
0.178028 	 -0.093451 	 0.921615 	 0.422741 
-0.626163 	 -0.691293 	 -0.350777 	 0.591959 
0.001601 	 -0.137474 	 -0.351560 	 -0.597214 
0.773665 	 0.745593 	 0.072071 	 0.275331 
0.598819 	 0.577141 	 -0.107658 	 -0.209830 
0.746884 	 0.671288 	 -0.020241 	 -0.360961 
0.485069 	 0.411507 	 -0.304740 	 -0.269994 
0.400951 	 0.312328 	 -0.232712 	 -0.508153 
0.503858 	 0.417780 	 0.528692 	 0.523205 
0.511044 	 0.475226 	 -0.694008 	 -0.639178 
0.037407 	 -0.163747 	 0.027028 	 -0.188115 
0.282985 	 0.090015 	 -0.319225 	 -0.068639 
0.529642 	 0.410813 	 0.448725 	 -0.375945 
0.389960 	 0.265107 	 0.481100 	 0.676103 
-0.291202 	 -0.365026 	 -0.229114 	 -0.264347 
-0.529938 	 -0.596268 	 0.402259 	 0.516220 
-0.211805 	 -0.591421 	 0.069199 	 0.087078 
-0.027465 	 -0.116043 	 -0.007558 	 -0.051366 
0.617704 	 0.623763 	 0.172075 	 -0.101365 
0.566616 	 0.361096 	 -0.067263 	 -0.453689 
0.669214 	 0.608342 	 0.121301 	 -0.232687 
0.559311 	 0.499515 	 0.026358 	 -0.324857 
0.365452 	 0.194742 	 0.537438 	 -0.364496 
0.796982 	 0.804566 	 -0.401087 	 -0.303222 
0.761200 	 0.687282 	 0.182757 	 -0.735163 
0.513955 	 0.459274 	 0.488348 	 0.576660 
0.121960 	 -0.150086 	 -0.160207 	 -0.543278 
