0.384167 	 0.286525 	 0.008405 	 -0.579217 
0.711586 	 0.710005 	 -0.433466 	 0.154792 
-0.441711 	 -0.491805 	 -0.260366 	 0.379083 
0.327899 	 0.138901 	 0.384334 	 -0.622622 
0.028695 	 -0.012039 	 0.236957 	 0.539858 
0.140071 	 0.046231 	 -0.232725 	 0.362963 
-0.026926 	 0.007646 	 -0.527516 	 -0.501980 
-0.120622 	 -0.202958 	 -0.500141 	 -0.516735 
0.591848 	 0.403439 	 -0.672539 	 -0.361099 
-0.397502 	 -0.547591 	 0.139869 	 0.391038 
0.570698 	 0.475928 	 0.405584 	 0.380434 
-0.480814 	 -0.614682 	 -0.497923 	 0.309817 
-0.268665 	 -0.438429 	 -0.061792 	 0.273382 
0.048309 	 -0.087937 	 -0.520470 	 0.488182 
-0.442537 	 -0.571098 	 0.741306 	 0.678206 
0.337515 	 0.445360 	 -0.292795 	 -0.586068 
0.323786 	 0.076262 	 0.403056 	 0.719751 
0.181104 	 0.164694 	 -0.007657 	 -0.695774 
0.782157 	 0.803866 	 -0.372507 	 -0.601402 
-0.185092 	 -0.232016 	 0.547243 	 0.435796 
-0.418458 	 -0.472108 	 0.444229 	 0.210516 
-0.441768 	 -0.549731 	 0.688489 	 0.228621 
0.588931 	 0.543596 	 -0.292832 	 0.597757 
-0.589950 	 -0.701718 	 -0.518405 	 0.402843 
0.063448 	 0.226044 	 0.268378 	 0.168324 
0.233620 	 -0.078614 	 -0.022308 	 0.288688 
-0.618464 	 -0.686990 	 0.135038 	 0.534063 
0.514381 	 0.429294 	 0.463379 	 -0.583628 
0.484504 	 0.536271 	 0.580481 	 0.359163 
0.678494 	 0.791751 	 -0.432079 	 -0.482619 
0.133459 	 -0.096055 	 0.319133 	 0.505098 
0.548594 	 0.486134 	 0.226349 	 0.388497 
-0.017994 	 -0.513834 	 0.167213 	 -0.066833 
0.390458 	 0.388318 	 0.049509 	 0.148499 
-0.357328 	 -0.380465 	 -0.119122 	 -0.587682 
0.277279 	 0.104863 	 0.580057 	 -0.359386 
-0.680234 	 -0.754044 	 0.231244 	 0.173618 
-0.137871 	 -0.214063 	 0.716633 	 0.641724 
0.422619 	 0.357477 	 0.695580 	 -0.132824 
-0.358321 	 -0.383804 	 -0.012450 	 0.349271 
-0.395573 	 -0.551515 	 0.064579 	 -0.081316 
-0.297643 	 -0.442300 	 0.498781 	 0.660274 
-0.623752 	 -0.646835 	 -0.004930 	 0.433848 
-0.702271 	 -0.785696 	 -0.271580 	 0.234611 
-0.429378 	 -0.402298 	 -0.085395 	 0.186795 
-0.294812 	 -0.349369 	 0.466653 	 -0.454628 
-0.103123 	 -0.394677 	 0.014332 	 0.269441 
0.522982 	 0.557447 	 0.008030 	 -0.550279 
0.580657 	 0.530103 	 0.142982 	 0.254049 
-0.173549 	 -0.530860 	 -0.387880 	 -0.181744 
0.397929 	 0.078218 	 -0.382797 	 0.607540 
-0.387767 	 -0.483837 	 0.646794 	 -0.490923 
-0.369464 	 -0.485364 	 -0.200320 	 -0.128214 
0.092792 	 0.024718 	 -0.162355 	 -0.522595 
-0.732067 	 -0.817936 	 0.499916 	 0.834276 
0.242324 	 0.080477 	 -0.237305 	 -0.500353 
0.646838 	 0.627130 	 -0.018762 	 0.219167 
-0.209999 	 -0.428721 	 0.481956 	 -0.810265 
-0.434772 	 -0.628452 	 -0.169585 	 0.098710 
-0.844683 	 -0.870431 	 -0.554732 	 -0.403349 
0.564314 	 0.613363 	 0.756680 	 0.176123 
0.762336 	 0.823737 	 -0.445823 	 -0.884205 
0.514473 	 0.352664 	 -0.196072 	 0.199810 
-0.448024 	 -0.666879 	 -0.123466 	 0.201303 
-0.426423 	 -0.491853 	 -0.475289 	 -0.403096 
-0.143541 	 -0.367870 	 -0.103397 	 -0.369154 
-0.552391 	 -0.741729 	 -0.497884 	 -0.305465 
0.611363 	 0.546252 	 0.092075 	 -0.410726 
0.220566 	 0.126023 	 0.487034 	 0.622752 
0.645805 	 0.660696 	 0.208713 	 -0.358326 
-0.801356 	 -0.917073 	 -0.626582 	 0.741182 
-0.496558 	 -0.718798 	 0.071556 	 0.730048 
0.240061 	 -0.032478 	 -0.260206 	 -0.079885 
-0.093484 	 -0.208317 	 0.103951 	 -0.410005 
0.785577 	 0.695778 	 0.052424 	 -0.753777 
-0.537319 	 -0.650114 	 -0.016645 	 -0.398790 
0.786263 	 0.766944 	 -0.106167 	 -0.437140 
0.186728 	 0.035686 	 -0.177742 	 -0.505714 
-0.267337 	 -0.211929 	 -0.344178 	 0.064638 
0.281634 	 0.191167 	 0.240633 	 -0.311535 
0.541069 	 0.462787 	 -0.609584 	 -0.191986 
0.759060 	 0.782684 	 0.184484 	 -0.007445 
-0.528059 	 -0.541901 	 -0.226306 	 0.000679 
-0.077417 	 -0.254815 	 0.075226 	 0.291697 
0.268796 	 0.133041 	 -0.263063 	 -0.297686 
0.465199 	 0.240135 	 -0.064938 	 -0.514590 
0.834494 	 0.846224 	 0.333820 	 -0.167330 
0.414643 	 0.342454 	 -0.675415 	 -0.706887 
-0.644190 	 -0.706112 	 0.038292 	 0.786173 
0.763958 	 0.752712 	 0.458796 	 0.320354 
-0.862744 	 -0.919958 	 -0.474735 	 0.243810 
0.854677 	 0.865314 	 -0.132278 	 -0.804246 
-0.002646 	 -0.155170 	 0.260317 	 -0.039354 
-0.753799 	 -0.848368 	 0.241677 	 -0.169568 
0.536905 	 0.466101 	 0.047481 	 -0.363137 
-0.426638 	 -0.442941 	 0.101492 	 -0.290862 
0.698405 	 0.707088 	 0.032846 	 -0.439305 
0.732449 	 0.744550 	 -0.503867 	 -0.378510 
0.518419 	 0.440858 	 -0.276896 	 0.666647 
-0.207561 	 -0.371503 	 -0.733833 	 -0.292056 
