"timeindex"	"ar1"	"sd"
7734	0.993547554423308	0.00493180617449028
7735	0.993564033993932	0.00493277503345527
7736	0.993528340641263	0.00493356461959271
7737	0.993522486159675	0.00493432388858452
7738	0.993522503556835	0.00493508203697016
7739	0.993486787007176	0.00493566972827197
7740	0.993433262183066	0.00493603308228992
7741	0.993436852499684	0.00493644524825273
7742	0.993446379139906	0.00493675291590765
7743	0.993433199365694	0.00493704796272137
7744	0.993413877496125	0.00493733414052295
7745	0.993408901592608	0.00493745705442554
7746	0.993435485215281	0.00493777889798773
7747	0.993463937540514	0.00493814963606604
7748	0.993422212465548	0.00493832670924965
7749	0.993414852311552	0.00493849795966516
7750	0.993409246792403	0.00493871465184149
7751	0.993399388070065	0.00493885150132936
7752	0.993448558853009	0.00493916506687431
7753	0.993448417045273	0.00493950601399035
7754	0.993469703049641	0.00493997936241889
7755	0.993451752802163	0.00494033504499143
7756	0.993459324875518	0.00494071796327245
7757	0.993445153188065	0.00494101106653825
7758	0.993411621844427	0.00494119174551595
7759	0.993404091714065	0.00494133935255555
7760	0.993404355798938	0.00494145552808111
7761	0.993392811532208	0.00494154221948486
7762	0.993392972577944	0.0049416407923307
7763	0.993397835213789	0.00494173018298493
7764	0.993397204701892	0.00494181981048229
7765	0.993391584527972	0.00494189197408908
7766	0.993391174759174	0.00494196371213199
7767	0.993380266657692	0.00494199318502151
7768	0.993370102515889	0.00494198984009275
7769	0.993368013992184	0.00494198359326062
7770	0.993366367842383	0.00494199496690308
7771	0.993374877005496	0.00494195297861391
7772	0.993378249697629	0.0049419535374364
7773	0.993378583924195	0.00494196792870462
7774	0.993378851318159	0.00494198355980039
7775	0.993371278914379	0.00494198424151262
7776	0.99337074820361	0.00494198396366588
7777	0.993370939527888	0.00494198587503057
7778	0.993369174964348	0.00494198912602998
7779	0.993377449532301	0.0049419937372792
7780	0.99337637328971	0.00494201774438211
7781	0.993382823583736	0.0049420570867787
7782	0.993384450496586	0.00494211382868075
7783	0.993383141434548	0.00494218012443763
7784	0.993390112575371	0.00494223331063167
7785	0.993385303067517	0.00494227477657508
7786	0.993382753211712	0.0049422983527702
7787	0.99338296336473	0.0049423351185175
7788	0.993396600259518	0.00494247674325529
7789	0.993403458890486	0.00494262853464406
7790	0.993424321132473	0.00494287933579583
7791	0.99344183710559	0.00494323733547445
7792	0.993444608313394	0.00494361584818531
7793	0.993449285631687	0.00494398754473794
7794	0.993428386092597	0.00494428062079345
7795	0.993459063833267	0.00494468813246843
7796	0.993435032628038	0.0049450151470193
7797	0.993460405588903	0.00494544153322565
7798	0.993450341828879	0.00494582085302607
7799	0.993472177548134	0.00494635242930667
7800	0.993513170281533	0.00494706519099473
7801	0.993558897791057	0.00494796344496889
7802	0.993611904160477	0.00494910885841596
7803	0.993589983326309	0.00495017029964263
7804	0.993579531493249	0.00495118044053074
7805	0.993559088343086	0.00495203341658502
7806	0.993578524861702	0.00495299668721743
7807	0.993579090684963	0.00495393567568336
7808	0.993596887472363	0.00495497092513787
7809	0.993589909867958	0.00495596519265267
7810	0.993616772659115	0.00495708778548707
7811	0.993589387282443	0.00495804778355959
7812	0.993600073063189	0.0049591044895196
7813	0.99360962516046	0.00496004033766988
7814	0.993655249503856	0.00496126253011198
7815	0.993667424928906	0.00496249342574283
7816	0.99366523443402	0.00496371257194383
7817	0.993705890202812	0.00496512917623271
7818	0.993702404087469	0.00496652018090092
7819	0.993700406014312	0.00496788125450304
7820	0.993677069922675	0.00496910600500706
7821	0.993626487238978	0.0049700799192564
7822	0.993625273899784	0.00497103506134419
7823	0.993615030579469	0.0049719228036945
7824	0.993623434493557	0.00497284551821984
7825	0.993668218371878	0.00497398092228017
7826	0.993704791276135	0.00497530808088217
7827	0.993729579369323	0.00497672066151739
7828	0.993828917549027	0.00497862303529099
7829	0.99384253151242	0.00498060347277342
7830	0.993879765683134	0.00498269811103293
7831	0.993897664709128	0.00498485865097845
7832	0.993937534239366	0.00498720752442997
7833	0.993939172317775	0.00498951874183002
7834	0.993916252523283	0.00499169739852586
7835	0.993886326723761	0.00499369384665926
7836	0.993878498849698	0.00499566571046016
7837	0.993982191351489	0.00499810849940409
7838	0.993948847035173	0.00500036447427024
