0.527673	 0.112609
0.150583	 -0.230389
0.042515	 -0.381854
-0.044074	 -0.473835
-0.367504	 -0.846709
-0.229616	 -0.411821
0.031966	 -0.346558
0.374183	 0.031672
0.646967	 -0.004779
0.628987	 0.364100
0.097213	 -0.432607
0.508899	 -0.022809
0.194806	 -0.343381
0.134533	 -0.703827
0.061714	 -0.368485
0.142953	 -0.348781
0.214781	 -0.215288
0.146432	 -0.445988
0.441719	 -0.004076
0.247978	 -0.278679
0.457642	 -0.008088
-0.063229	 -0.571404
0.436907	 -0.155436
0.528520	 -0.560711
0.359429	 -0.129686
0.343156	 -0.348349
0.598783	 0.350155
0.593482	 -0.297439
0.544701	 0.265417
0.170423	 -0.125142
0.168598	 -0.597848
0.656691	 0.162918
-0.264650	 -0.548601
0.554502	 -0.054061
0.517677	 -0.492209
-0.073411	 -0.469805
0.137579	 -0.377397
0.453233	 -0.216809
0.264797	 -0.196937
0.129342	 -0.673618
0.243801	 -0.041128
0.227028	 -0.477686
0.131436	 -0.399544
0.372724	 -0.089317
0.448054	 -0.429623
0.357740	 -0.548569
0.506130	 0.123533
0.652000	 0.337025
-0.407221	 -0.680240
0.160761	 -0.482725
-0.524352	 -0.919820
0.287607	 -0.590512
0.433070	 0.095360
0.550709	 0.074721
-0.009127	 -0.630860
0.652139	 0.249430
0.484342	 -0.079325
0.481242	 0.095316
-0.241438	 -0.744226
0.392086	 -0.313682
0.817890	 0.763614
0.087127	 -0.452377
0.650675	 -0.348680
0.133008	 -0.443794
0.372205	 -0.487814
0.637537	 0.106611
0.393667	 0.015574
0.669577	 0.487840
0.602696	 0.216475
0.678443	 0.619184
-0.587940	 -0.822017
0.604080	 -0.185974
-0.017515	 -0.372639
0.406805	 -0.177266
0.716232	 0.485110
0.750791	 0.521851
0.702255	 0.288342
0.443187	 0.051614
0.714607	 0.511844
0.725363	 0.346622
0.732957	 0.490192
0.262919	 -0.334492
0.692018	 -0.554972
-0.184599	 -0.707695
0.047621	 -0.451206
0.302028	 -0.201741
0.199892	 -0.458413
0.502606	 -0.219773
0.104654	 -0.577839
0.444201	 -0.642846
-0.093289	 -0.544747
0.594825	 0.148082
0.631669	 0.285449
0.559761	 0.365122
0.223293	 -0.162975
0.156150	 -0.611094
0.759204	 0.464152
0.719528	 0.345039
0.536188	 -0.201807
0.255565	 -0.134391
