timeindex	ar1	sd	sk	kurt	cv	returnrate	densratio	acf1
2469	0.99057008313116	0.00255556265033208	0.0804908184050703	3.26012123466163	8.59762563161574	1.00951968672326	25848.1078274491	0.990399189771568
2470	0.990761598698417	0.00255531588182001	0.0823947032192507	3.26138109862397	8.65824378180266	1.00932454519202	26221.5472760471	0.990513007949978
2471	0.990812794514003	0.00255550560110426	0.0841262305210127	3.26080269001042	8.7124971870824	1.00927239286459	26125.1823887302	0.990483817739696
2472	0.990731595837946	0.00255565877629011	0.0857791881766433	3.26034867020246	8.76304705873559	1.00935511111283	26032.2343732581	0.990455544516939
2473	0.990698612498287	0.00255558406192974	0.0875670881865034	3.2609184198341	8.81826034260283	1.0093887155835	26085.0248343418	0.990471616772386
2474	0.990689855116818	0.00255540687690093	0.0892802425462613	3.26193240633372	8.87037105778797	1.00939763825691	26272.2781386422	0.990528325354456
2475	0.990626672705771	0.00255522533001215	0.0908263760904629	3.26296878802602	8.91591656843484	1.00946201788473	26247.69429928	0.99052090690115
2476	0.99060899954397	0.00255493217726098	0.0923854383798747	3.26450387546989	8.9631977147193	1.00948002739764	26257.4906524206	0.990523864020927
2477	0.99055187072292	0.00255457360931994	0.0938059264242871	3.26633529199903	9.00650620143727	1.00953824787609	26204.7806826529	0.99050793802505
2478	0.990639026243245	0.00255424948537838	0.0955330406392585	3.26799270209658	9.06263611274331	1.00944942961944	26194.0126285435	0.990504679980965
2479	0.990618113694069	0.002554153075119	0.0972933377252078	3.26868152899517	9.12005347321424	1.00947073970911	25890.6649425683	0.990412256278627
2480	0.990563263691277	0.00255380413994568	0.0989996178826528	3.2704565819407	9.17682191627497	1.00952663666686	25985.8468903751	0.990441390524835
2481	0.990523291060835	0.00255346958439515	0.10075461292066	3.27216942840333	9.23665764375691	1.00956737617852	25785.3468632716	0.990379874346108
2482	0.99069696832005	0.00255291524675161	0.102368730306246	3.27478976721232	9.29439626662961	1.00939039078289	26591.4849448407	0.990623931428808
2483	0.990742820114418	0.00255285918020876	0.103821368743208	3.27527231050624	9.34049157937661	1.00934367597487	26588.0057075743	0.990622896465438
2484	0.990810073275396	0.00255300515495375	0.105336296943022	3.27484667654184	9.39210882089069	1.00927516480956	26446.9398958813	0.990580802669274
2485	0.990810517344854	0.00255317633011777	0.106720450436681	3.27426971102975	9.43930705277231	1.00927471246447	26509.3381775031	0.990599453872524
2486	0.990781475012963	0.00255333728249837	0.108017430063417	3.27371630010996	9.48334420088542	1.00930429688032	26491.4091533175	0.990594099944074
2487	0.99080768273039	0.0025533551605524	0.109326315027813	3.27383615408736	9.52606460142312	1.0092775999115	26815.5374762118	0.990690256055599
2488	0.990755883986723	0.00255337389984143	0.109941642287106	3.27383312008281	9.54515409911913	1.00933036700835	26938.3499013923	0.99072634375593
2489	0.990741876447229	0.00255339661661111	0.110407576485526	3.27378729631853	9.55966274423625	1.00934463736001	26913.7389609954	0.990719126995749
2490	0.990782676019401	0.0025533482422639	0.111074687235108	3.27413098118054	9.58014606019956	1.00930307342235	27097.1753199924	0.990772737375883
2491	0.990771240886834	0.00255334882288864	0.111020172150171	3.27411994089861	9.57848303373529	1.0093147224428	27090.4354377442	0.990770774899868
2492	0.990776130988903	0.00255331358866269	0.111369912447888	3.2743512777409	9.5891134613365	1.00930974084114	27108.834165512	0.990776130818742
2493	0.990788705047382	0.00255330612925784	0.111876135510827	3.2744651513285	9.60474842686987	1.00929693173296	27112.2736482332	0.990777131604431
2494	0.99077192281242	0.00255331553265769	0.111754637234682	3.27439897140729	9.60105505760405	1.00931402775463	27064.9829153223	0.990763358802157
2495	0.990756187960605	0.00255330363961067	0.11149002503091	3.27441995121405	9.59279665219488	1.00933005733572	27038.0812830462	0.990755511876302
2496	0.990777672954474	0.00255325508667879	0.111080646585143	3.27460288022708	9.57956151065005	1.00930817003377	27114.0208821184	0.990777639941684
2497	0.990776567327133	0.00255324869426887	0.110830048418427	3.27459827622926	9.57182954372226	1.0093092963409	27105.3212973815	0.990775108531614
2498	0.990767617022349	0.00255323898521979	0.110545183471898	3.27460549668221	9.56302440565203	1.00931841414579	27074.245869219	0.99076605866241
2499	0.990762577448457	0.00255319751821436	0.110279486250415	3.27477443148812	9.55433260710228	1.00932354810507	27051.3272437319	0.990759376691108
2500	0.990766753520855	0.00255315572520246	0.109737381749348	3.27490419521111	9.53722371910419	1.00931929381596	27060.2964797379	0.990761992454159
2501	0.990738770837859	0.00255313486257637	0.109378631182801	3.27495730542748	9.52609842996695	1.00934780129207	26975.7819659781	0.990737305748299
2502	0.990810302720853	0.00255299904771897	0.108752944139657	3.27553093935915	9.50470710450486	1.00927493108813	27226.5555732584	0.990810302719916
2503	0.990806683422795	0.00255300996392928	0.108826557777506	3.27548659342263	9.507071238456	1.00927861784849	27151.1365274122	0.99078842954863
2504	0.990794164815214	0.00255306040743775	0.109027524502491	3.27526619379852	9.51399762777226	1.0092913700057	26974.8163080432	0.990737023172282
2505	0.990768323851984	0.00255293843816807	0.108648636532608	3.27580361651383	9.50017000209621	1.00931769408223	27030.0665140924	0.990753172339265
2506	0.990760380022069	0.00255282299127065	0.1082811728078	3.27631245877313	9.48688338963486	1.00932578670306	27003.2196418715	0.990745329911456
2507	0.990783752368103	0.00255267365537795	0.107743892687997	3.27696174009905	9.46792216742352	1.00930197695498	27123.9924386814	0.990780540339419
2508	0.990768371022737	0.00255265946207682	0.107702525896134	3.27702500690335	9.46641009329889	1.00931764602834	26903.1303590442	0.99071601387981
2509	0.990824491930832	0.00255266445745907	0.107710713810987	3.27700299645678	9.46677961447761	1.00926047765663	26845.0026843723	0.990698931362197
2510	0.990796735585892	0.00255275823881406	0.107885436601674	3.2765880984172	9.47424470704182	1.00928875124792	26683.0357659205	0.990651109384695
2511	0.990676710118603	0.00255257450746688	0.107466167431345	3.27739869655849	9.45757910436555	1.00941103165762	26684.7740859933	0.990651624394131
2512	0.990746734247293	0.00255229559130521	0.106954746471118	3.27861239873292	9.43540241054331	1.00933968837125	26922.9832171888	0.990721838603937
2513	0.990765580529491	0.00255214878710496	0.106454916833612	3.27925564010612	9.41777463574958	1.00932048877351	27053.2027958424	0.990759923753238
2514	0.990775521961805	0.00255208611277905	0.106204802911156	3.27953059836093	9.40932641876244	1.00931036126118	27056.3942682699	0.990760854544909
2515	0.990789594748452	0.00255207542501582	0.106168725387865	3.27957813884436	9.40807037164632	1.00929602541283	27011.2428037691	0.99074767454031
2516	0.990784104434332	0.00255211613198489	0.106288410210849	3.27939636623688	9.41238433563589	1.00930161830859	26883.4693247019	0.990710240614928
2517	0.990753032358034	0.002552063134195	0.106148926669	3.27963329287061	9.40719579601012	1.00933327210713	26865.2135542793	0.990704875688083
2518	0.990728301948862	0.00255191370467159	0.1056796902347	3.28029207159534	9.39045126833287	1.00935846693074	26913.7563366212	0.990719132093517
2519	0.990789191586216	0.00255177495700174	0.104801304661461	3.28084303409734	9.36194169915308	1.00929643610568	27116.5560344673	0.990778377448618
2520	0.990798464861951	0.00255178377225316	0.104275983221831	3.28072426859976	9.34652063071736	1.0092869897001	27120.1080614899	0.990779410645511
2521	0.990815958524321	0.00255187527317559	0.103585732109707	3.28016687715293	9.32627205768996	1.00926916991664	26989.8595795951	0.990741423911153
2522	0.990791910180341	0.00255192584792881	0.102959115295083	3.2798235982744	9.30807079460445	1.00929366673773	27004.6169868303	0.990745738317969
2523	0.990795150474208	0.00255198822134817	0.101983569102423	3.27937637131789	9.27917799182397	1.00929036594637	26889.672538753	0.990712062644916
2524	0.990787995352284	0.0025519894750313	0.100943628696836	3.27922307463416	9.24808490163063	1.0092976546859	26925.187970563	0.990722485165616
2525	0.990809116759683	0.00255195910989198	0.100044352502233	3.27924925339352	9.2214182920669	1.00927613915219	27095.1924311112	0.990772160068355
2526	0.990803202797424	0.00255199445071277	0.0994416430054205	3.27898905989369	9.20429774997223	1.00928216337675	27076.5901651866	0.99076674178503
2527	0.990809309807016	0.00255196712323357	0.0989932295779326	3.27906779511869	9.19130384087406	1.00927594250681	27211.5833166999	0.990805965893879
2528	0.990805481191278	0.00255196472356649	0.0990805333362425	3.27909162834577	9.19374910626015	1.00927984249509	27209.8914526112	0.990805475663175
2529	0.990805923138201	0.00255196533510152	0.0990719544031364	3.27908736013593	9.19350997113297	1.00927939230791	27198.5695295884	0.99080219416114
2530	0.990798407279412	0.00255196871059007	0.0993345910849952	3.27910494227499	9.20095762399815	1.00928704835715	27167.4252282716	0.99079315944218
2531	0.990797618069841	0.0025519726640087	0.0995563662050985	3.27911419408662	9.20726026255715	1.00928785229428	27167.3582330494	0.990793139994761
2532	0.990810133569897	0.00255202946732744	0.100098443992723	3.27890161715402	9.22340637618633	1.0092751033914	27066.0926860267	0.990763682320712
2533	0.990784418425512	0.00255204128861685	0.100296453308801	3.27886784432119	9.22914145174312	1.00930129844909	27105.7777724905	0.990775241379878
2534	0.990765901460008	0.00255203883629185	0.100046058230992	3.27884685513735	9.22200475468483	1.00932016183276	27064.8332215907	0.990763315162532
2535	0.990787223198018	0.00255208078325034	0.0993036437558561	3.27853518310256	9.20075784224547	1.00929844126597	26975.9408531441	0.990737352241615
2536	0.990843437353513	0.00255236124341439	0.0983424125218219	3.27705046365704	9.17151477182711	1.00924118009092	26593.2856361317	0.990624467016821
2537	0.99081957620677	0.00255258420045615	0.097493509702199	3.27584595613566	9.14640538161777	1.009265484871	26666.6291268586	0.99064624672563
2538	0.990814047149264	0.00255277037991929	0.0965085632943198	3.27480281566702	9.11782416552444	1.00927111689339	26711.4130874232	0.990659511900458
2539	0.990847277772885	0.00255304770931914	0.0954674876281939	3.27333100414979	9.08680972606198	1.00923726837872	26600.6921648238	0.990626669538865
2540	0.990869391690041	0.00255336008090123	0.0944354475308706	3.27170382915415	9.05578736181938	1.00921474453297	26592.1811106576	0.990624138497577
2541	0.990828314232585	0.00255355058406902	0.0938525704547879	3.27069559591702	9.03875623313781	1.00925658424943	26754.904667463	0.990672369983699
2542	0.990826778505286	0.00255374275176379	0.0931231370469076	3.26965807810574	9.01794684013066	1.00925814854192	26772.2951614005	0.990677504728917
2543	0.9908671524796	0.00255405281494537	0.0921882523381933	3.26805642142293	8.99011802890284	1.0092170252062	26600.3588586625	0.990626570436775
2544	0.990837317271788	0.00255428747378451	0.0910256781746862	3.26678356128906	8.9567701034963	1.00924741384735	26625.2351425244	0.990633963013541
2545	0.990753173995253	0.00255435824063828	0.0898975279643686	3.26629613682194	8.92535143254886	1.00933312781372	26664.5515214422	0.990645630713554
2546	0.990771764028508	0.00255430520445145	0.0886167773847626	3.26638425862942	8.88846624019237	1.00931418951017	26798.930203702	0.990685361664802
2547	0.990844798936142	0.00255458511777395	0.0871077348905408	3.26491200073204	8.84395394099651	1.00923979322865	26353.4781196731	0.990552771708039
2548	0.990822998084267	0.00255479093445762	0.085661935321057	3.26377461180801	8.80269119843518	1.00926199930106	26471.7920578164	0.990588237164857
2549	0.990815862481884	0.00255507367242689	0.084205379143489	3.2622956307419	8.76085471597806	1.0092692677478	26291.2612761149	0.990534048264966
2550	0.990859108281596	0.00255529912841218	0.082517648565987	3.26108499549557	8.71089474067655	1.00922521844125	26324.9952869529	0.990544206445392
2551	0.990918390841668	0.00255572557829447	0.0808725578715339	3.25903593368605	8.66099216912917	1.0091648406592	26158.724841608	0.990493992270413
2552	0.990837141820786	0.00255598990857718	0.0793485924348488	3.25765499972919	8.61826084958454	1.00924759255833	26344.5994749384	0.990550102894037
2553	0.990829693687005	0.00255632234309799	0.077722071912481	3.25599695863762	8.57143165552133	1.0092551791407	26087.7918167016	0.990472458153431
2554	0.990905564960392	0.00255660685010118	0.0758769746405522	3.25458861017019	8.51536801645242	1.00917790288116	26123.0669460189	0.990483175550761
2555	0.990977511401868	0.00255716136560038	0.0741409237825153	3.25212888053821	8.46088714512663	1.00910463506419	25922.6685171403	0.990422066084706
2556	0.990898259043383	0.00255762187866567	0.0724397116817965	3.24999841406951	8.4107433832603	1.00918534357443	25943.8020337879	0.990428536284284
2557	0.990901316691158	0.00255800487003872	0.0705801032123615	3.24824107073021	8.35433751305488	1.0091822295072	25860.9581271811	0.990403137887232
2558	0.99091006539272	0.00255837290292933	0.0686870870858811	3.24656792182797	8.29662385162317	1.0091733194815	25836.8619953123	0.990395732741638
2559	0.990987435699828	0.00255870715543496	0.0667927122175287	3.24502643268826	8.24018460721397	1.00909452933054	26163.9976812689	0.990495590326726
2560	0.990982318935307	0.0025591667453234	0.065148863690867	3.24290693236867	8.19480875510344	1.00909973961431	26287.5000922425	0.990532914746143
2561	0.990976665453813	0.00255969853343869	0.0635726751942041	3.24049990576071	8.15106273954991	1.0091054964872	26163.8624619895	0.990495549350031
2562	0.991090154434542	0.00256037704422231	0.0618610230152358	3.23769365051856	8.09857386743799	1.00898994458334	25973.536751221	0.990437629480071
2563	0.991161908507707	0.00256121908724299	0.0603186554637583	3.23430554193072	8.04911052285125	1.00891689986916	25968.126654417	0.990435975911937
2564	0.991149543369063	0.00256209152426621	0.0589728230684431	3.23073377141048	8.00601645861422	1.00892948666541	26008.4059109216	0.990448277500308
2565	0.991043367607008	0.00256268964431826	0.0575140085620708	3.22808029434229	7.96660957081315	1.0090375786628	26312.4943458548	0.990540443837494
2566	0.990987719421983	0.00256312498041364	0.0560495445210404	3.22604968486643	7.93018593758559	1.00909424042437	26519.6210904634	0.990602522662169
2567	0.991011265468667	0.00256356189939936	0.0546180417765461	3.22401216055235	7.89499067694051	1.00907026473315	26617.0591880046	0.990631534207085
2568	0.991092505834427	0.00256422148442731	0.0533780204564127	3.22111891490189	7.86113076110811	1.00898755072118	26424.7449231412	0.990574156287915
2569	0.991169927797108	0.00256509998860985	0.0524685088894298	3.21753522920898	7.82975529314774	1.00890873699378	26143.3718599702	0.990489337075528
2570	0.991219300104564	0.00256606836168859	0.0517673464688606	3.21375662838841	7.80022024954077	1.00885848358129	26033.8851468751	0.990456047671829
2571	0.991252784895287	0.00256711365777053	0.0510564217856739	3.20976948767987	7.7689207056618	1.00882440406524	25966.1635229281	0.990435375792295
2572	0.991180419397251	0.00256795598037426	0.0502700592215353	3.2063490129995	7.74127807105945	1.0088980577402	26242.1046118224	0.990519219032546
2573	0.991193383454814	0.00256884033052315	0.0494324498353138	3.20279367464712	7.71202332843975	1.00888486211892	26196.547079605	0.990505446957939
2574	0.991446603074542	0.00257034338160441	0.0492104982679021	3.19803354014681	7.67748341199773	1.00862718869472	25407.1524010334	0.990262309926894
2575	0.99136405674395	0.00257164387187935	0.0483817184351177	3.19347491492519	7.63844893619336	1.008711172447	25725.266606493	0.990361332695215
2576	0.991468788853334	0.0025732230246657	0.0479510567324722	3.18851587752705	7.59922818717439	1.00860461896792	25372.2074444567	0.990251344036102
2577	0.991339515233619	0.00257440101905144	0.0476292975351295	3.18445986338074	7.57220043553704	1.00873614400848	25778.8617640514	0.990377875368116
2578	0.991367185469476	0.00257570291805565	0.0474391830554697	3.18021482445175	7.54425345630275	1.00870798898436	25540.6415996396	0.990304037699837
2579	0.991366516284261	0.00257692690728641	0.047480638199792	3.17641620083543	7.52090214206081	1.00870866987529	25490.0478689462	0.990288252511526
2580	0.991481639916211	0.00257838354292935	0.0478654386208802	3.17248369194924	7.49625082513155	1.008591545966	25177.1530390929	0.990189808223435
2581	0.991427427681036	0.00257956108866852	0.0479508866292292	3.16888229826013	7.47466474407649	1.00864669675219	25714.7405750613	0.990358079023254
2582	0.991437544948081	0.00258099396192159	0.047948132005965	3.16454721838429	7.44684556105459	1.00863640387188	25403.4408142983	0.99026114605158
2583	0.991500031892426	0.00258246291807485	0.0484671549545964	3.16082326656697	7.42374389567618	1.00857283694823	25081.8674371549	0.990159543674941
2584	0.991449536947283	0.00258383905699289	0.0490273912417022	3.15743038621657	7.40300963628353	1.00862420399029	24974.5021951842	0.990125279877767
2585	0.99147999834594	0.00258523456671779	0.0498662911325116	3.15452845613732	7.38421247983256	1.00859321586746	24673.8561582522	0.990028401281645
2586	0.991336720546156	0.00258614874149472	0.0503186354829858	3.15234623855716	7.37146953978512	1.00873898774684	25111.0921515471	0.990168840361596
2587	0.991163143926402	0.0025864903443472	0.0503721715144085	3.15129745934266	7.36589258668679	1.0089156423216	25953.1795133783	0.990431405320865
2588	0.991184606923218	0.00258706719909514	0.0504144861078731	3.14946984199308	7.35603930703456	1.00889379537899	25831.9527316594	0.990394223059582
2589	0.991174632615536	0.00258753191294208	0.05043282560237	3.1479685207425	7.34801018540699	1.00890394799671	26007.1971660187	0.990447908661538
2590	0.99113202377677	0.00258816684635378	0.050485645291289	3.14597635273799	7.33726363139673	1.00894732085181	25565.861792402	0.990311892746098
2591	0.991128303395437	0.00258846981721332	0.0505656311475503	3.14510387828957	7.33263337270667	1.00895110812008	25705.5554333445	0.990355238563681
2592	0.990959261951044	0.00258879223722861	0.0506342294936032	3.14414792332604	7.32758264588347	1.0091232186792	25229.1572722792	0.990206269061152
2593	0.991084550183693	0.00258877907476121	0.0506262757208085	3.14417687755826	7.32775120261675	1.00899565008319	25266.5773417549	0.990218088973507
2594	0.991305800260706	0.00258941138829279	0.051094032600723	3.14300821920226	7.32016854689332	1.00877045179904	24836.311001992	0.990080922004032
2595	0.991307617367565	0.00258989731908045	0.0513489698836444	3.14186512642348	7.31369413718888	1.0087686026821	25525.6436787922	0.990299362174846
2596	0.991177774035239	0.00259029256659572	0.051397671824615	3.14064104963724	7.30725089533665	1.00890075039601	25981.9029964717	0.99044018579463
2597	0.991174349742717	0.00259093015064951	0.0515496570446615	3.13880689841697	7.297426930603	1.0089042359294	25449.2926435005	0.990275510288226
2598	0.991217639129415	0.00259124597338947	0.0516639166249867	3.13795910767345	7.29289721964169	1.00886017411706	25792.2681285365	0.990382007124343
2599	0.991261709030915	0.00259183562568725	0.0518371549743727	3.13631882891998	7.28412039366512	1.0088153218161	25697.5250243477	0.990352754231663
2600	0.991193082649905	0.00259243980616779	0.0520103679296316	3.13463371775292	7.27511864499889	1.00888516829289	25469.8118368451	0.990281928643599
2601	0.991227600287011	0.00259281634667448	0.0521681140053082	3.13366961488943	7.2699109607748	1.00885003576419	25630.4266618003	0.990331960916935
2602	0.99138982417317	0.00259365017523321	0.0526234145070871	3.13179504916285	7.25905393329684	1.00868495481483	25275.8390395552	0.990221011304802
2603	0.991366946337408	0.00259463326752105	0.0531469156269578	3.12958358842278	7.24616861619072	1.00870823229934	25028.9976980749	0.990142692825945
2604	0.991110093345193	0.00259486660471949	0.053218418345595	3.12893676264779	7.2427897506073	1.00896964597021	25652.9873893801	0.99033895939627
2605	0.991167518408764	0.00259511754128684	0.053304457617142	3.12825869628183	7.23922683157718	1.00891118950853	25746.4702840261	0.990367882205422
2606	0.991498979042501	0.00259591983223779	0.0537237174205969	3.12642189995833	7.22877657530646	1.00857390792849	25715.5109193801	0.990358317194763
2607	0.991471270264619	0.00259700333694768	0.0539151996225179	3.12333120952602	7.21172260982386	1.00860209467603	25858.650345252	0.99040242901392
2608	0.991501967989064	0.0025981135860413	0.0541243363808672	3.12019862833919	7.19443416850166	1.00857086751746	25899.801444988	0.990415058252732
2609	0.991387692108862	0.00259899913584905	0.054103016625848	3.11738779444336	7.17923498535509	1.00868712407839	26177.3560312202	0.990499637221818
2610	0.991308276694189	0.00259949819781208	0.0539800497357125	3.11562730037698	7.16982730352224	1.00876793174248	26782.1453026169	0.990680411410189
2611	0.991311743381222	0.00259998378890717	0.0536859909055752	3.11374895483765	7.15891790085488	1.00876440400993	27173.7564515451	0.990794997029212
2612	0.991380534200272	0.00260075893523813	0.0531476023113902	3.1107928345423	7.14034868221806	1.00869440694302	26970.1365764717	0.990735653601265
2613	0.991344913265477	0.0026014624463424	0.0525650645139806	3.10803557766044	7.12255393619354	1.00873065127859	27058.978759208	0.990761608219428
2614	0.991399812922791	0.00260236681824855	0.0521278024114884	3.10478120329423	7.10310334078852	1.00867479191049	26658.5562426974	0.99064385279984
2615	0.99143845987148	0.00260329210513541	0.0519584300679681	3.10171074488983	7.08624491129468	1.0086354730778	26479.9602704722	0.990590678928
2616	0.991405214152692	0.00260394421751894	0.0517333309790541	3.0993860343775	7.07359081316903	1.00866929659499	26988.3213037226	0.990740974033833
2617	0.991372529559412	0.00260469168828574	0.0512604516669045	3.09657592086917	7.05672790626673	1.00870255144595	26959.0366536308	0.990732404016082
2618	0.991522599253763	0.00260571951431751	0.0511191145961554	3.09326954712088	7.03858793295042	1.0085498815182	26542.3789560936	0.990609309578766
2619	0.991296056306826	0.00260631568405111	0.0507032633998907	3.09097171980159	7.02501752142311	1.00878036751765	27011.3887973615	0.990747717197062
2620	0.991234951285165	0.00260664504258342	0.0504482160430599	3.08966025860779	7.01739000186081	1.00884255413257	27294.3304353101	0.990829900567599
2621	0.99121857768156	0.00260696376315173	0.0501558429748773	3.08836148777034	7.00952247644651	1.00885921886067	27352.0707148523	0.99084655352303
2622	0.991270317968701	0.00260758980841153	0.0498465795435392	3.08605704808831	6.99673724006432	1.00880656050429	26717.1509495307	0.990661209640573
2623	0.991214733473646	0.0026079345934295	0.0497304033542382	3.08481880464611	6.99033269679567	1.00886313149883	26804.7426032203	0.990687075051705
2624	0.991168067906897	0.0026081056570062	0.0496582929114205	3.0841867530632	6.98703682586449	1.0089106301737	26983.3085273069	0.990739507817448
2625	0.991181938488905	0.00260846357976494	0.049568881331572	3.08293731076407	6.98069001947489	1.00889651149671	26575.3975693268	0.990619144642728
2626	0.991151865900222	0.00260885828497764	0.0495876559187678	3.08171416712839	6.97468442627833	1.00892712247658	26022.433113936	0.990452556338192
2627	0.991130561161024	0.00260886109775794	0.0495881972224191	3.08170604007923	6.97464489099488	1.00894880975982	26225.2511526535	0.990514127433639
2628	0.991297095892815	0.00260901178400045	0.0496211842802734	3.08127785375356	6.97255539344516	1.00877930959673	26542.5940351022	0.990609373688444
2629	0.991390094756271	0.00260968251553234	0.0497031316879816	3.07930247129557	6.96270164352347	1.00868467951139	26304.7271514334	0.990538104984811
2630	0.991316139217763	0.00261004408631268	0.0496428155035943	3.07807917946714	6.95660298527454	1.00875993080178	26920.8573670279	0.990721215124244
2631	0.99129413090159	0.00261056527958069	0.0494660782141464	3.07623091365903	6.94698008190811	1.00878232688667	26815.5020749563	0.990690245626038
2632	0.991404514795242	0.00261104554385764	0.0493745443874294	3.07460361156348	6.93879661368291	1.00867000813138	27080.9783740924	0.99076802031913
2633	0.991552497293709	0.00261231068958977	0.0493798201062476	3.07090342431688	6.91856814499532	1.00851947096028	26084.8322413712	0.990471558205082
2634	0.991603965617775	0.00261333309799808	0.0495262766734294	3.06802311805293	6.90378254106061	1.00846712465192	26458.2374305876	0.990584183307055
2635	0.991633734549216	0.0026145212435717	0.0494553929768984	3.06443966317403	6.88443477208501	1.00843685038064	26562.0480625585	0.990615169988153
2636	0.991753130703789	0.00261602749229306	0.0495096159792594	3.06028341456879	6.86070555019897	1.00831544568996	26291.6854803389	0.990534176096902
2637	0.991931391493469	0.00261799246123118	0.0499599436945514	3.05577900386338	6.8321067150989	1.00813424050869	25824.3959060727	0.990391898556099
2638	0.992009700200022	0.00262025168209918	0.0506330802678744	3.05120739082567	6.79979007456077	1.00805465893969	25448.0626524396	0.99027512535777
2639	0.991986037221381	0.002622386447351	0.0516660844537895	3.04724663595812	6.77367060527004	1.00807870522156	25366.3034884671	0.990249489601589
2640	0.992046492126388	0.00262456650908471	0.0531051435605211	3.04393598327887	6.74997200237717	1.00801727332009	25170.1324725456	0.990187582953195
2641	0.992149344202149	0.00262685829009671	0.0548125478929559	3.04096076040986	6.72639931423505	1.00791277628084	25144.0229417078	0.99017930075554
2642	0.992137730992224	0.00262928783784559	0.0565171679457267	3.03773549468255	6.70074916074831	1.00792457414145	24979.6743826792	0.99012693446906
2643	0.992074999177849	0.0026313639816498	0.0580123857707633	3.03482315664254	6.6797958697305	1.00798830817097	25286.3324494033	0.990224320759734
2644	0.992098502646176	0.00263358892948006	0.0597090906440033	3.03202853012887	6.65793190694864	1.00796442826267	25039.9880952108	0.990146199175991
2645	0.991998033456271	0.00263544540598791	0.0610745276566154	3.02940666060054	6.63990598287742	1.00806651452307	25326.6040354665	0.990237006850656
2646	0.991877974387492	0.00263710057193392	0.0622233944905459	3.02684544004591	6.62371505544993	1.00818853308798	25330.2424836264	0.990238151846313
2647	0.991935456435471	0.00263872403940303	0.0636349302719794	3.02503218947244	6.60944468507334	1.00813010918423	25113.9741620973	0.990169756469818
2648	0.992118784090335	0.00264022713548783	0.0649218246611932	3.02328005972825	6.5962683061093	1.00794382289303	25898.8979412428	0.990414781218111
2649	0.992377199448069	0.00264263236771493	0.0667653682179323	3.0205028300001	6.57334079183365	1.0076813539813	25627.5485902263	0.990331067604885
2650	0.992245523763183	0.00264488064771905	0.0678296426787672	3.01656426102406	6.5480089572765	1.00781507807403	26022.4985519003	0.990452576293041
2651	0.992191495175979	0.00264710818828741	0.0690105131279725	3.01286284326348	6.52413902672621	1.00786995742453	25786.9832889656	0.990380378668438
2652	0.992312755050933	0.00264931192274267	0.0708034930341116	3.0104797236564	6.50458725337723	1.00774679647111	25610.1240021662	0.990325656765417
2653	0.992163718989184	0.002651250196831	0.07206466670985	3.00754346270193	6.48604824823126	1.0078981733164	25910.5366152822	0.990418349040743
2654	0.992052727338258	0.00265252238210995	0.072671119760273	3.00495744291868	6.4730849565767	1.00801093776846	26938.5318935891	0.990726397094274
2655	0.99181777981036	0.00265343642626123	0.0726043969475074	3.00221815685437	6.46066454072339	1.00824972122521	27665.1505955889	0.990936165838759
2656	0.99183870682996	0.00265437447099249	0.0725399537523341	2.99942306526676	6.44798852605087	1.00822844794606	27694.0079509807	0.990944368290386
2657	0.991885515629125	0.00265547285834814	0.0725386308185687	2.99630286080122	6.43362946692719	1.00818086789555	27498.0532900835	0.990888480520952
2658	0.991971638976516	0.00265669815504563	0.072690783349589	2.99308585178662	6.41868926514105	1.00809333725687	27400.0809356151	0.990860370068889
2659	0.991960441024546	0.00265791145012877	0.072708299766703	2.98972411775107	6.40302225029407	1.0081047173284	27544.823928952	0.990901860376251
2660	0.992129454670759	0.00265947512338866	0.0730018351217728	2.98596245700168	6.38444400366828	1.00793298222544	27275.97900347	0.99082459947925
2661	0.992154216027542	0.00266118831942719	0.0731453795993522	2.98175089989071	6.36254567864697	1.00790782707538	27230.6456973885	0.990811486986181
2662	0.99202806178547	0.00266264642230171	0.0730811685397619	2.97779226103214	6.34304034937224	1.00803600071573	27420.2657096679	0.990866170771829
2663	0.991931253162827	0.00266380933539796	0.0731435054537912	2.97464284531932	6.32882441571212	1.00813438109894	27475.2310969671	0.990881942401623
2664	0.991927995396137	0.00266476072946835	0.073285955347172	2.97215147430425	6.31799167284422	1.00813769209189	27648.5391352463	0.990931439829232
2665	0.991940882068793	0.00266572901133183	0.0733742590579737	2.96953852515258	6.30663778311254	1.00812459500046	27767.2536140032	0.990965144857561
2666	0.991990415548476	0.00266664697686216	0.0733601405631302	2.96691755763803	6.29528690698395	1.00807425588593	28194.4751973904	0.991085123828336
2667	0.991858322437555	0.00266729899516462	0.0729257840311108	2.96458468619452	6.28404504142629	1.00820850859267	28905.6956966304	0.991280470426731
2668	0.991750024594016	0.00266776502812616	0.0722490154278757	2.96270132579475	6.27255754439612	1.00831860368177	29268.0252336548	0.991377979453214
2669	0.991706515960414	0.00266814719302376	0.0715910077410121	2.96111045922962	6.26213746217032	1.00836284112902	29354.0707301468	0.991400943657086
2670	0.991691599643718	0.00266854167633068	0.0710594450421751	2.9595208782293	6.25299104713321	1.00837800820262	29158.3207851548	0.991348594972519
2671	0.991744693943743	0.00266914205594755	0.070756490885158	2.95744834873356	6.24363870055189	1.00832402341719	28442.5581877441	0.991153872682849
