timeindex	ar1	sd	sk	kurt	cv	returnrate	densratio	acf1
2045	0.99030463240189	0.00232097371242904	0.0312167931638813	3.65621861201751	3.31465528243516	1.00979028803954	15488.6817506349	0.986077208641531
2046	0.990643341168506	0.00232658884308421	0.0195443114566652	3.66982136668911	3.33746716166492	1.00944503278088	14958.3697724445	0.985758934849096
2047	0.990408528149642	0.00233151870365267	0.00998679547156161	3.67772668375743	3.35781325508163	1.00968435910813	15434.8569608133	0.986045573443932
2048	0.990154537822252	0.00233575975221377	0.00255438065183328	3.68066141787186	3.37589177039702	1.00994335914412	15952.5316471351	0.986343899948548
2049	0.990417453385773	0.00234032109819454	0.00596114675490335	3.68626007744887	3.39495436511148	1.00967526024654	15901.2757965609	0.98631494015585
2050	0.990454397521758	0.00234492950520233	0.0138609518854301	3.69006112203454	3.41530451800282	1.00963759916875	16136.5860607291	0.986446882266121
2051	0.990462733686008	0.00234955580895821	0.0213051854555253	3.6928343518343	3.43668064488581	1.00962910162051	16254.9248088938	0.986512276453504
2052	0.990522559472344	0.00235437975502935	0.0294373904496359	3.69727417556771	3.45862617380624	1.00956812183329	16044.4355949365	0.986395518038104
2053	0.990226554973162	0.00235824580600272	0.0357537008156727	3.6982826626735	3.47577357454475	1.00986990803039	16587.3384045303	0.986692649492471
2054	0.990057789233202	0.00236139701806037	0.0403137123754668	3.6964514530289	3.49023989127376	1.01004205095391	17309.6708522972	0.987068678381541
2055	0.989928662414628	0.00236434764680941	0.0437956089567097	3.69241399184365	3.5048844686423	1.01017380137353	17681.3863842599	0.987254260572068
2056	0.989751582636945	0.00236687912506874	0.0463031214622414	3.68738152003065	3.51805752950071	1.01035453495891	18054.7127740419	0.987435596351087
2057	0.989498368808792	0.0023686946392996	0.0475816501085467	3.68214090533218	3.52814843747135	1.01061308590518	18717.5465213793	0.987745870910033
2058	0.989441084477252	0.00237055665028716	0.0487549333476716	3.67656773003614	3.53881490783226	1.01067159600344	18624.8342777707	0.987703333062812
2059	0.989353338827359	0.00237219832493812	0.0500429373315802	3.6720454215551	3.54772011254199	1.01076123236746	18492.6266096924	0.9876421992695
2060	0.989275566294662	0.00237326151584715	0.0508805224463135	3.66898003229185	3.55341814902682	1.01084069400956	18936.8794515018	0.987845432950698
2061	0.989244229331701	0.00237431195788779	0.0515244543391035	3.66554726982667	3.55934925365884	1.01087271509844	19132.3837598825	0.987932937100474
2062	0.989338756768852	0.00237549891274848	0.0522712898222379	3.66175820003431	3.56605535353995	1.01077613017605	19172.2446220177	0.987950637350161
2063	0.989261050651711	0.00237658823571492	0.0527251616915293	3.65781331427598	3.57262140962653	1.01085552629532	19375.66626297	0.988040238595516
2064	0.98942531023234	0.00237777493282447	0.0533015007806004	3.65370998554372	3.57966095138136	1.01068770897439	19556.3712384157	0.988118830882617
2065	0.98950685521459	0.00237931526526187	0.0538019685152493	3.6482005285617	3.58947753125283	1.01060441848393	19488.811768715	0.988089556830191
2066	0.989708696165534	0.00238123987280392	0.054757530062807	3.64222146478054	3.60133339529928	1.01039831606445	19280.4363538014	0.987998443274021
2067	0.989996592193652	0.00238388249554867	0.056595158440778	3.63606548980377	3.61733874308901	1.0101044871116	18758.4315794465	0.987764543438773
2068	0.989836913121307	0.00238608721661893	0.0573047142692306	3.6293182253742	3.632548208067	1.01026743571994	19288.820935898	0.988002133764699
2069	0.98990198017275	0.00238836591208409	0.0575940898472751	3.62286771241199	3.65120130938198	1.01020103003076	19210.101710437	0.987967404211185
2070	0.989810939164125	0.00239038880319637	0.0574269088989237	3.61648285741335	3.66911572659488	1.01029394648283	19466.6958398792	0.988079945669142
2071	0.990075449759329	0.00239310689342839	0.0585178635521543	3.61073938510574	3.69050442430754	1.01002403427242	18745.786634099	0.987758773996429
2072	0.990122247399111	0.00239588305192742	0.0597186221631463	3.60573128204087	3.71361036189774	1.0099762959845	18600.8595635835	0.987692288630676
2073	0.990077363865112	0.00239845351840686	0.0605512059456249	3.60098729396483	3.73723979669432	1.01002208160396	18713.8457063791	0.987744178125452
2074	0.99005265823473	0.00240085659398246	0.0610940766038373	3.59631520729518	3.76098065622722	1.01004728554843	18876.3762298888	0.987818117408611
2075	0.990109045446148	0.00240340495543788	0.0619169529244772	3.59185515947422	3.78555014184706	1.00998976284415	18753.4898550208	0.987762289300746
2076	0.990107508901389	0.00240601885990254	0.0629457424380072	3.58791225777627	3.81127700502339	1.00999133024411	18541.242117714	0.987664744842507
2077	0.990413820312503	0.00240883293799831	0.0647921232540691	3.58594174059592	3.84006380579957	1.00967896397535	18506.7398525402	0.987648752202782
2078	0.990604797196579	0.00241228608389369	0.0676372708280354	3.58416110491812	3.86926025582687	1.00948430981761	18261.2920501329	0.987533857627367
2079	0.99075834936556	0.00241616563883963	0.0715146072016247	3.58411447498668	3.90023272497973	1.00932785541536	17911.7756104046	0.987366748701591
2080	0.990515808485791	0.00241933424215097	0.073722388199121	3.58169825496291	3.92974486088029	1.00957500267331	18473.916206084	0.987633501856814
2081	0.990475945115025	0.00242244699686835	0.0758162551718711	3.57923293381764	3.95962940905378	1.00961563471778	18458.2973183892	0.987626232794596
2082	0.990640258123292	0.00242564864285024	0.0783908360403346	3.5782178669331	3.99169644401406	1.00944817434983	18426.4719315328	0.987611396561686
2083	0.990689301699009	0.00242877078394457	0.0805143284672162	3.57593837350435	4.02271788849231	1.00939820212555	18877.9941285049	0.987818849309625
2084	0.990543923840619	0.00243168552745431	0.0818589035236952	3.57137423954141	4.05058589940521	1.00954634714503	19316.6622958182	0.988014373485072
2085	0.990593852742868	0.00243472601671737	0.0834576515443585	3.56708485159304	4.07926081329841	1.0094954629802	19219.0267299234	0.987971350926471
2086	0.990906726070119	0.00243830817629037	0.0863732742906985	3.56523249600026	4.11160836119875	1.00917672036191	18837.8802788265	0.9878006788666
2087	0.991143310275508	0.0024424691038893	0.0906279548965537	3.56511507927647	4.14523727246572	1.00893583161251	18537.3875031898	0.987662960042456
2088	0.99128203680996	0.0024469305452919	0.0956382595182989	3.56620680952783	4.17975855510603	1.00879463448979	18404.3988665444	0.987601087157667
2089	0.991135802363914	0.00245095453279228	0.0994322340882959	3.56468631742264	4.21269179690207	1.00894347436037	18877.8268292572	0.987818773630941
2090	0.991254361279145	0.00245512737873032	0.10357889053021	3.56379004515739	4.2465030981889	1.00882279973989	18904.0997472429	0.987830647765965
2091	0.991268616352589	0.00245934825557756	0.107904190371117	3.5625178010003	4.27922115543441	1.00880829222612	18961.8256751789	0.987856662844538
2092	0.991053626292416	0.0024630101580829	0.110699689766509	3.55916673678857	4.31161697228964	1.00902713382025	19394.482856746	0.98804846590742
2093	0.990941001968261	0.00246617932061106	0.112391721572003	3.55510806215639	4.34438882738239	1.00914181370409	19834.5001318555	0.988238002720304
2094	0.990892381200341	0.00246915844426303	0.113642266102346	3.55027583585336	4.3760204739424	1.00919132992891	20153.1861842733	0.988371968211063
2095	0.991132733019464	0.00247258497884607	0.115831458983741	3.54642833493843	4.40953443195713	1.00894659886121	19959.5408883478	0.988290889280592
2096	0.990935306530944	0.00247561388284453	0.117269698067487	3.54067865926891	4.43852622731608	1.00914761378398	20453.2200679641	0.988495663983198
2097	0.99098506175542	0.00247867324159464	0.118648184963545	3.53540690596917	4.46985705971194	1.00909694665691	20414.3224820066	0.988479757296445
2098	0.991217193982565	0.00248227050674322	0.121173139439293	3.53197171695696	4.5049434706722	1.00886062718721	19909.2671360482	0.988269676486714
2099	0.990962387002908	0.00248534789851803	0.122541760268743	3.52704024540038	4.53817494125074	1.0091200363562	20263.2978898428	0.988417633014206
2100	0.990629575034288	0.00248741956845861	0.122226829804676	3.52215258352641	4.57050461906023	1.00945906038126	20930.1029983614	0.988687636587889
2101	0.990632887725077	0.00248929606648013	0.121697746285465	3.51758614892692	4.60324277020966	1.00945568473548	21173.3164935068	0.988783443048355
2102	0.99083909699005	0.00249163631906448	0.121836955535591	3.51296763979976	4.63805881189504	1.00924560106457	20928.6667224035	0.988687066677051
2103	0.990879646870316	0.00249426378487992	0.122383428360165	3.50818995529841	4.67345077733104	1.00920429959228	20662.6665742545	0.988580664063237
2104	0.990814734549019	0.00249655126045128	0.122481803184402	3.50379104603904	4.70963641656968	1.00927041668911	20889.4960192591	0.98867150490779
2105	0.991152406224515	0.00249943655746795	0.123753291802938	3.50068232374608	4.7501237433985	1.00892657246244	20531.3626842109	0.988527504449086
2106	0.991290852005392	0.00250269652146537	0.125525065917415	3.49726541200803	4.79024576373717	1.00878566363948	20522.9128907263	0.988524068815939
2107	0.991257258823442	0.00250580865512392	0.126899548465252	3.49268154863278	4.82809366239877	1.00881985084975	20924.9177793359	0.988685578874479
2108	0.991223371629481	0.00250888281889239	0.128216938592257	3.48741230913879	4.86392026538822	1.00885433961882	21087.1685809444	0.988749665918796
2109	0.991224210710897	0.00251184877091435	0.129284807676313	3.48209508173588	4.90037230403697	1.00885348561332	21262.7767199614	0.988818337650061
2110	0.991341468948253	0.00251511706007026	0.130970717880864	3.47734335991306	4.93836382217989	1.00873415601279	21013.3454132492	0.988720583511409
2111	0.991314377601949	0.00251821060121876	0.132258642468394	3.47240645878068	4.97694392372624	1.00876172341923	21229.948235812	0.988805553989813
2112	0.991562381693419	0.00252197436030027	0.134975599455746	3.46956801240121	5.01988327828719	1.00850941752366	20560.7842200694	0.988539453176089
2113	0.991556301840138	0.00252564813365813	0.137478726058262	3.46696913221441	5.06488651758391	1.00851560132712	20592.1755941625	0.988552178175191
2114	0.991416559735326	0.00252891898556272	0.13913530615413	3.46348360904862	5.10969214966476	1.00865775357531	20902.0046620398	0.988676478325044
2115	0.991330631967218	0.00253174966498889	0.139983180536037	3.45941228749842	5.15407126732736	1.00874518324485	21397.4318751279	0.988870516994037
2116	0.991465299733449	0.00253492568470563	0.141420222122905	3.45567274412414	5.19977986555983	1.00860816840372	21219.6802263825	0.988801550482765
2117	0.991303057700262	0.00253760946455658	0.141870804330812	3.45062427277278	5.24216321021622	1.00877324268515	21862.9433880999	0.989047806176324
2118	0.991289345448893	0.00254040622704995	0.142497751029978	3.44537505984867	5.28429105238295	1.00878719678679	21733.3475409672	0.988998923727624
2119	0.991228695350507	0.0025428875914586	0.142658841445384	3.44064201129272	5.32872743670346	1.00884892123345	21889.8145090548	0.989057896840147
2120	0.991270903986053	0.00254538773368079	0.142907316618984	3.43624677618075	5.37508669525595	1.00880596412025	21861.0236715272	0.989047084695657
2121	0.9910972404218	0.00254729035431172	0.14220074305012	3.4314154083463	5.41764192044118	1.00898273066971	22639.9280524384	0.989333569345676
2122	0.99086502724887	0.00254875394876659	0.140885575065495	3.42641691635726	5.45408009872656	1.00921918979873	23219.1270059375	0.989538886086053
2123	0.990920076845851	0.0025502053428922	0.139562251409261	3.42154177529978	5.491609350402	1.0091631236124	23342.1044933367	0.989581678715458
2124	0.990942011677218	0.00255172779461936	0.138319894297003	3.41631608434824	5.52788678103881	1.00914078545065	23445.6518954847	0.989617499090357
2125	0.991098179259413	0.0025534799522348	0.137352843501579	3.4107235707204	5.56548374391985	1.0089817748906	23476.9496316638	0.989628288351228
2126	0.991165255578879	0.002555445756748	0.136881869080989	3.40452844894911	5.59983470647592	1.00891349285237	23476.0509088584	0.989627978777155
2127	0.991060109476572	0.00255711784946279	0.136401803950791	3.39863685457278	5.62800760905202	1.00902053310182	23872.1492193452	0.98976305117382
2128	0.991061127377766	0.00255872787269931	0.135568424854919	3.39283469466302	5.65914159633185	1.00901949675484	23997.83495844	0.989805348670576
2129	0.991011657066916	0.00256019658954254	0.134797620952639	3.38727727149611	5.68681599375224	1.00906986599904	24208.0824412997	0.989875514315668
2130	0.990895963228832	0.00256139206331898	0.134135817872978	3.38244832005598	5.70877019562309	1.00918768176379	24444.6237158353	0.989953590389124
2131	0.990830484354202	0.00256234130007238	0.133752660206619	3.37859960983909	5.72481008164274	1.00925437377088	24584.5587087528	0.989999357189037
2132	0.99080532491058	0.00256331335892542	0.133490827361457	3.37480938617374	5.74046372963536	1.00928000168979	24352.5996820882	0.989923323093574
2133	0.990895831507197	0.00256421267971168	0.133520241653585	3.37164647097549	5.7533466638947	1.00918781591699	24379.9249204	0.989932324733447
2134	0.991014149207893	0.00256549299432589	0.133646751537607	3.36742268767867	5.77158364130678	1.00906732845267	24094.2008149557	0.989837599638625
2135	0.990973222193717	0.0025666884450811	0.133652564642349	3.3632918039458	5.78928134323904	1.00910900275015	24219.9429807538	0.98987945079632
2136	0.990753453750253	0.00256757018968619	0.133495594394772	3.35994785603861	5.8031714235752	1.00933284281245	24239.2976440539	0.98988586961703
2137	0.990635199900236	0.00256799414731271	0.133539483754714	3.35848361853877	5.8091271454491	1.00945332863269	24121.6810713195	0.989846768236913
2138	0.990791236734936	0.00256819123572452	0.133592503943211	3.35786008602556	5.81173589779893	1.00929435275933	24594.71343756	0.990002666325565
2139	0.990911451062993	0.00256897141028775	0.133712998403069	3.35527673497334	5.82259854023284	1.0091719082742	24411.7608732382	0.989942797180502
2140	0.990827015135491	0.00256966188108236	0.133697386642451	3.35278502936163	5.83287312636395	1.00925790750998	24539.463455505	0.989984642308561
2141	0.990851764859277	0.00257008479129344	0.133651175454515	3.35118850711534	5.83934979000913	1.00923269803332	25097.9231443422	0.990164652739165
2142	0.990694991347322	0.0025704380246829	0.133403191900732	3.34961171185492	5.8461043516129	1.00939240506306	25324.2665025424	0.990236271142771
2143	0.990743187776986	0.00257075312183114	0.13325235419976	3.34827339296686	5.85165213829663	1.00934330140971	25332.7272330173	0.990238933669859
2144	0.990780408576358	0.00257102972674476	0.133063279140378	3.34704123801685	5.85691328189259	1.0093053832553	25691.7874189553	0.990350978660679
2145	0.990717018124558	0.00257137935968328	0.1326525087899	3.34536162438459	5.86492189259711	1.00936996307282	25697.9608009444	0.990352889069118
2146	0.990633272504446	0.00257141066342416	0.132609428004095	3.3452059072056	5.86568514234439	1.00945529264515	25980.0185784367	0.990439610091991
2147	0.99058878185763	0.00257146318117173	0.132529548877271	3.34494067025545	5.86703110612762	1.00950063064991	25867.9064330306	0.990405271730966
2148	0.990644980044979	0.00257141837085169	0.132581328452198	3.34515752961739	5.86601910772603	1.00944336280248	26003.3591189464	0.990446737380879
2149	0.990710465367464	0.00257145134597541	0.132529754624548	3.34499024664948	5.8668764010263	1.00937663924756	26310.515217962	0.990539847959183
2150	0.990740674509654	0.00257172591573309	0.13197389014701	3.34356009495281	5.87527547878031	1.00934586186736	26174.525789864	0.990498780002751
2151	0.990739300469271	0.00257197645594529	0.131478058413278	3.34225738795443	5.88283322594697	1.00934726171289	26203.6310028672	0.99050759024497
2152	0.990679863421007	0.00257212501414042	0.131103950252277	3.34145399039448	5.88807753396998	1.00940781873451	26279.0433960128	0.990530365445266
2153	0.990693355070775	0.00257223865660931	0.130870749839079	3.34085598449166	5.89156892151934	1.00939407222385	26290.8518046264	0.990533924870418
2154	0.990746694310283	0.00257242149180052	0.130511047610356	3.33990311746108	5.89706628044711	1.00933972905775	26339.8362997097	0.99054867071446
2155	0.990766467175409	0.00257269422256735	0.129827039846962	3.33844840004463	5.90685083375644	1.00931958552343	26333.5536483389	0.990546781207022
2156	0.990771501310403	0.00257299077591627	0.128972160648385	3.33684953721362	5.91880192126719	1.00931445714516	26319.752375528	0.990542628652931
2157	0.990777130063525	0.00257327204738668	0.128263311052142	3.33535324930492	5.92902010556895	1.0093087230787	26352.687001604	0.990552533949404
2158	0.990765940714869	0.00257353007222934	0.127458526859548	3.33394445102442	5.94010772738091	1.00932012184277	26399.6737246007	0.990566640894367
2159	0.990858592159708	0.00257407171054307	0.126457729946159	3.33127380942706	5.95678588875686	1.00922574413001	25983.8115945697	0.990440768835171
2160	0.990967866360406	0.0025749176451973	0.125390693944143	3.3274771156879	5.97888219556031	1.00911445662993	25582.4418945839	0.990317051838309
2161	0.990938298329681	0.00257566401527235	0.124170012272379	3.3240115051066	6.001447670859	1.00914456700845	25724.5059764649	0.990361097630924
2162	0.990737594308471	0.00257597852953893	0.123219258675878	3.32233036452486	6.01512923429151	1.00934899992161	26164.1513036461	0.990495636879978
2163	0.990747285061581	0.00257627865603102	0.122152310722013	3.32070146244599	6.03020410152158	1.00933912722036	26216.2338890825	0.990511401679167
2164	0.990736205114157	0.00257655387897613	0.121419334910424	3.31924254434625	6.04102542793453	1.00935041521449	26242.7337064878	0.990519409015396
2165	0.990695502993552	0.00257670560019584	0.120946729944908	3.31841187634096	6.04767217482748	1.00939188376078	26392.9591255024	0.990564626720644
2166	0.990716350366154	0.00257691285930927	0.12029437357694	3.31728370683843	6.05692424207413	1.00937064340405	26352.3366042208	0.990552428640119
2167	0.990701297870981	0.00257708186680593	0.119592760982046	3.31632888398049	6.06644777278715	1.00938597955711	26415.2229624456	0.990571302930387
2168	0.990711555090469	0.002577208592158	0.11864552046619	3.31554554721747	6.07888035858166	1.00937552899409	26505.1658393434	0.990598208308164
2169	0.990724616765567	0.00257738883196366	0.117929389902539	3.3145367214287	6.08874700283666	1.00936222142609	26464.1285910266	0.99058594550187
2170	0.990671761751354	0.00257745409313094	0.117507380261628	3.31413888161297	6.09421149406467	1.0094160736268	26581.8117947185	0.990621053588004
2171	0.990705810383493	0.0025776318784504	0.116713484491189	3.31313148216598	6.10507987522346	1.0093813819593	26406.2337205866	0.99056860812367
2172	0.990744399802253	0.00257791970298617	0.115818315481434	3.31159596920452	6.11827805676959	1.00934206663151	26255.5821284837	0.990523288015016
2173	0.99070318641719	0.0025781054549803	0.115047059796042	3.31055648020785	6.12901302563591	1.00938405539648	26378.9794999233	0.990560431372405
2174	0.990724806508138	0.00257835382024897	0.114311201651084	3.30923141279899	6.13994710807442	1.0093620281141	26281.8502620258	0.990531211689619
2175	0.990771663357183	0.00257874079851707	0.113566529271472	3.3072993571404	6.15270099495473	1.00931429206559	26049.5920953482	0.990460833296035
2176	0.990807969288322	0.00257923010407111	0.112882853141352	3.30497741121969	6.16630813915134	1.00927730801184	25854.3531200657	0.990401108854634
2177	0.990786064570068	0.00257966861217983	0.112336032300784	3.30291790555207	6.17783523443997	1.00929962154235	25822.0271240412	0.990391169748657
2178	0.990838651743863	0.00258009753573598	0.111921251856704	3.30097300077861	6.18801959589916	1.00924605458216	25873.7986099657	0.990407080713634
2179	0.990812060715073	0.00258054850176762	0.111335664990949	3.29885049727281	6.20020011389064	1.00927314033531	25905.6688117203	0.990416857047049
2180	0.990957077936252	0.00258130611241922	0.110825690228475	3.29567492852527	6.21673062150157	1.00912544273116	25532.0169034963	0.990301349386696
2181	0.990997389014823	0.00258213309965119	0.110123157755644	3.29215257247336	6.23638209932237	1.00908439425267	25632.4838083625	0.990332599354034
2182	0.991002685444531	0.00258299714554655	0.109061528281879	3.28839265476425	6.2609280377709	1.00907900118498	25656.6650010532	0.99034009953487
2183	0.990995260762671	0.0025838198359113	0.107922261857265	3.28476564317002	6.28595535328465	1.00908656135288	25733.1844699275	0.990363779143291
2184	0.990965916119131	0.00258454105949572	0.106936544607204	3.2815152029346	6.30738446502162	1.0091164425879	25886.6578204433	0.990411027016364
2185	0.990943040284838	0.002585195229373	0.105744089829327	3.27848240838761	6.33061212036279	1.00913973795362	25978.3650718581	0.99043910489456
2186	0.99102759455299	0.00258604725702999	0.104497077390276	3.27478332424969	6.35836776160332	1.00905363836116	25746.1268264311	0.990367776166309
2187	0.99095583823631	0.00258671721373623	0.103396567074789	3.27171434835129	6.3809371751124	1.00912670516154	25990.3372311062	0.99044276191895
2188	0.990825970259473	0.00258707629202608	0.102580895715525	3.26992229154755	6.3952091457201	1.0092589718234	26332.9368378945	0.990546595673329
2189	0.99072691063646	0.00258721621098011	0.102018930941007	3.26915805471352	6.40370736882081	1.00935988440809	26568.8545270157	0.990617196816541
2190	0.990761860291259	0.00258745415584371	0.101151812684661	3.26789480989067	6.4173204725558	1.00932427869804	26442.1978644977	0.990579383185272
2191	0.990786296499344	0.0025877243343818	0.100442998526169	3.26651271603884	6.42923124256889	1.00929938527936	26422.3457735847	0.99057343746832
2192	0.990743081639826	0.00258789401430538	0.0996689238139288	3.2655811552339	6.44099738090611	1.00934340953949	26553.5504142998	0.990612638724256
2193	0.990728550679694	0.00258801880025918	0.0991063734696216	3.26489207327518	6.44949276549296	1.00935821352271	26618.4062424451	0.990631934431248
2194	0.990750190979729	0.00258819582600741	0.098276541466742	3.26392124792178	6.46219509503433	1.00933616677997	26554.2634622141	0.990612851161318
2195	0.990713567595255	0.00258829067718597	0.0977241776962995	3.26337914715992	6.47036968940005	1.00937347857998	26648.8999462693	0.990640988241821
2196	0.990742946315299	0.00258847095577733	0.0970621374239167	3.26241669334457	6.48082985716347	1.00934354740463	26523.2988601402	0.990603619909309
2197	0.99076015011944	0.00258869212866418	0.096311459540809	3.26125419787444	6.49297146030309	1.00932602091379	26478.8297848085	0.990590341037991
2198	0.990773249391171	0.00258894450095208	0.0954087425171261	3.2599319264455	6.50764656170697	1.00931267635102	26442.3926605695	0.99057944150146
2199	0.990781833564675	0.00258921430606355	0.0944696993059436	3.25852894881378	6.52311087221805	1.00930393162555	26425.1173973091	0.990574267879794
2200	0.990774741619314	0.00258946041397086	0.0935563315303824	3.25723763227894	6.53801598724486	1.00931115620248	26461.6968746173	0.990585218168655
2201	0.990818464491405	0.00258982559472565	0.092540582344862	3.25541333991728	6.55592529023386	1.00926661728424	26305.6777736132	0.990538391278238
