0.393940	0.121182	0.009985	0.094281	0.699990
0.392669	0.121184	0.009972	0.094695	0.699980
0.392069	0.120637	0.009888	0.094550	0.699970
0.393068	0.120607	0.009855	0.095133	0.699960
0.393140	0.120243	0.009798	0.095199	0.699950
0.391498	0.120489	0.009760	0.095262	0.699940
0.392551	0.121163	0.009687	0.095411	0.699930
0.395070	0.121427	0.009604	0.095769	0.699920
0.396752	0.121051	0.009491	0.095673	0.699910
0.397547	0.121093	0.009419	0.095816	0.699900
0.397193	0.121728	0.009356	0.095720	0.699890
0.396469	0.121929	0.009282	0.095634	0.699880
0.396184	0.122392	0.009215	0.096358	0.699870
0.395254	0.122504	0.009134	0.096468	0.699860
0.393304	0.122728	0.009026	0.096352	0.699850
0.392306	0.122344	0.008953	0.096758	0.699840
0.390789	0.122454	0.008888	0.096691	0.699830
0.389611	0.122590	0.008765	0.096166	0.699820
0.388699	0.122942	0.008725	0.096161	0.699810
0.388172	0.122895	0.008653	0.096167	0.699800
0.388605	0.122439	0.008601	0.096512	0.699790
0.387822	0.121887	0.008495	0.097044	0.699780
0.389677	0.122326	0.008407	0.097386	0.699770
0.388412	0.122463	0.008356	0.097667	0.699760
0.387707	0.121766	0.008289	0.097972	0.699750
0.389576	0.121919	0.008204	0.098112	0.699740
0.386938	0.121594	0.008176	0.097601	0.699730
0.388133	0.121425	0.008122	0.097105	0.699720
0.389066	0.120987	0.008050	0.097125	0.699710
0.388473	0.121181	0.008001	0.097023	0.699700
0.387747	0.122299	0.007885	0.097141	0.699690
0.387345	0.122139	0.007821	0.096902	0.699680
0.387137	0.121782	0.007745	0.097112	0.699670
0.390195	0.122347	0.007690	0.097079	0.699660
0.390056	0.122421	0.007607	0.096770	0.699650
0.389552	0.122092	0.007500	0.097164	0.699640
0.388744	0.122918	0.007425	0.097132	0.699630
0.388033	0.123726	0.007367	0.097136	0.699620
0.389238	0.123261	0.007300	0.096954	0.699610
0.387171	0.123351	0.007223	0.096993	0.699600
0.386323	0.123258	0.007171	0.097382	0.699590
0.385735	0.123075	0.007119	0.098041	0.699580
0.386371	0.123162	0.007015	0.098339	0.699570
0.385723	0.123042	0.006936	0.098272	0.699560
0.385064	0.123012	0.006823	0.098321	0.699550
0.383780	0.124040	0.006719	0.098677	0.699540
0.384024	0.124281	0.006646	0.098825	0.699530
0.385295	0.124116	0.006552	0.098685	0.699520
0.387415	0.123765	0.006485	0.098706	0.699510
0.386687	0.124100	0.006427	0.098628	0.699500
0.386924	0.124030	0.006368	0.098801	0.699490
0.387433	0.124097	0.006327	0.098685	0.699480
0.388673	0.124336	0.006290	0.099125	0.699470
0.389410	0.124312	0.006213	0.098567	0.699460
0.387395	0.124476	0.006172	0.098463	0.699450
0.387292	0.124436	0.006093	0.098435	0.699440
0.387115	0.124554	0.006059	0.098223	0.699430
0.388796	0.124670	0.006031	0.098283	0.699420
0.390186	0.125290	0.005985	0.098172	0.699410
0.390856	0.124547	0.005920	0.097811	0.699400
0.391923	0.124386	0.005898	0.098316	0.699390
0.391117	0.124131	0.005866	0.098437	0.699380
0.392847	0.124355	0.005822	0.098587	0.699370
0.392605	0.124434	0.005789	0.098201	0.699360
0.392429	0.124572	0.005740	0.098245	0.699350
0.392068	0.125029	0.005670	0.098283	0.699340
0.390765	0.124688	0.005598	0.098473	0.699330
0.390395	0.124798	0.005581	0.098448	0.699320
0.388598	0.124492	0.005543	0.098268	0.699310
0.387974	0.124540	0.005483	0.098151	0.699300
0.385051	0.124378	0.005426	0.098699	0.699290
0.385219	0.124541	0.005360	0.098537	0.699280
0.383995	0.124567	0.005289	0.098036	0.699270
0.383610	0.124471	0.005237	0.098391	0.699260
0.384186	0.125136	0.005192	0.098415	0.699250
0.382571	0.125666	0.005161	0.098636	0.699240
0.383725	0.126210	0.005109	0.098167	0.699230
0.382785	0.126355	0.005062	0.098298	0.699220
0.380148	0.125607	0.005006	0.097926	0.699210
0.381617	0.125375	0.004950	0.097712	0.699200
0.382269	0.124877	0.004903	0.097934	0.699190
0.381656	0.125189	0.004841	0.097620	0.699180
0.381690	0.125723	0.004814	0.097925	0.699170
0.381733	0.125258	0.004785	0.097811	0.699160
0.383315	0.126474	0.004726	0.098230	0.699150
0.384289	0.126174	0.004693	0.098386	0.699140
0.382462	0.126281	0.004641	0.099143	0.699130
0.382127	0.126383	0.004554	0.099225	0.699120
0.382468	0.127359	0.004484	0.099364	0.699110
0.383349	0.127973	0.004459	0.098845	0.699100
0.384178	0.127516	0.004368	0.098980	0.699090
0.382457	0.128044	0.004330	0.098992	0.699080
0.384985	0.127679	0.004281	0.099665	0.699070
0.384810	0.127830	0.004259	0.099992	0.699060
0.384735	0.128324	0.004198	0.099852	0.699050
0.384691	0.128302	0.004164	0.099984	0.699040
0.384395	0.128289	0.004107	0.100159	0.699030
0.382512	0.128932	0.004053	0.100115	0.699020
0.379438	0.129154	0.004015	0.100456	0.699010
0.380937	0.128971	0.003958	0.100560	0.699000
0.379016	0.128631	0.003923	0.100928	0.698990
0.377616	0.128647	0.003870	0.100972	0.698980
0.376931	0.128879	0.003826	0.101074	0.698970
0.378282	0.129356	0.003784	0.100506	0.698960
0.378167	0.129964	0.003731	0.100723	0.698950
0.378214	0.129590	0.003716	0.101592	0.698940
0.378440	0.129540	0.003659	0.101320	0.698930
0.377705	0.129691	0.003610	0.101334	0.698920
0.376397	0.129297	0.003564	0.101431	0.698910
0.376852	0.129582	0.003524	0.101378	0.698900
0.374907	0.129069	0.003521	0.101900	0.698890
0.372978	0.129393	0.003473	0.101436	0.698880
