0.106597	0.077085	0.150010
0.106710	0.077106	0.150020
0.106562	0.077217	0.150030
0.106604	0.077283	0.150040
0.106691	0.077384	0.150050
0.106636	0.077345	0.150060
0.106679	0.077301	0.150070
0.106742	0.077247	0.150080
0.106906	0.077175	0.150090
0.106837	0.077225	0.150100
0.107123	0.077194	0.150110
0.107163	0.077161	0.150120
0.107531	0.077073	0.150130
0.107399	0.077000	0.150140
0.107256	0.076919	0.150150
0.107464	0.076821	0.150160
0.107378	0.076844	0.150170
0.107293	0.076904	0.150180
0.107425	0.076926	0.150190
0.107551	0.076876	0.150200
0.107572	0.076888	0.150210
0.107557	0.076866	0.150220
0.107620	0.076859	0.150230
0.107604	0.076854	0.150240
0.107482	0.076767	0.150250
0.107311	0.076758	0.150260
0.107279	0.076673	0.150270
0.107364	0.076534	0.150280
0.107181	0.076502	0.150290
0.107128	0.076489	0.150300
0.107284	0.076455	0.150310
0.107177	0.076436	0.150320
0.107257	0.076356	0.150330
0.107152	0.076409	0.150340
0.107186	0.076554	0.150350
0.107122	0.076415	0.150360
0.107113	0.076317	0.150370
0.107088	0.076278	0.150380
0.107110	0.076218	0.150390
0.107047	0.076089	0.150400
0.107125	0.076134	0.150410
0.107122	0.076090	0.150420
0.107402	0.076069	0.150430
0.107442	0.076076	0.150440
0.107499	0.076164	0.150450
0.107526	0.076187	0.150460
0.107746	0.076093	0.150470
0.107709	0.075990	0.150480
0.107781	0.075970	0.150490
0.107747	0.075979	0.150500
0.107875	0.076024	0.150510
0.107844	0.075997	0.150520
0.107911	0.075967	0.150530
0.107939	0.076014	0.150540
0.107969	0.076052	0.150550
0.107935	0.076117	0.150560
0.107972	0.076240	0.150570
0.107937	0.076405	0.150580
0.107926	0.076307	0.150590
0.107772	0.076341	0.150600
0.107836	0.076327	0.150610
0.107608	0.076378	0.150620
0.107608	0.076280	0.150630
0.107532	0.076307	0.150640
0.107510	0.076305	0.150650
0.107495	0.076240	0.150660
0.107476	0.076244	0.150670
0.107320	0.076256	0.150680
0.107382	0.076347	0.150690
0.107344	0.076529	0.150700
0.107351	0.076531	0.150710
0.107437	0.076460	0.150720
0.107403	0.076499	0.150730
0.107342	0.076448	0.150740
0.107391	0.076486	0.150750
0.107290	0.076455	0.150760
0.107275	0.076440	0.150770
0.107276	0.076444	0.150780
0.107286	0.076546	0.150790
0.107283	0.076459	0.150800
0.107454	0.076379	0.150810
0.107517	0.076531	0.150820
0.107716	0.076377	0.150830
0.107536	0.076493	0.150840
0.107692	0.076480	0.150850
0.107728	0.076432	0.150860
0.107797	0.076403	0.150870
0.107862	0.076439	0.150880
0.107828	0.076329	0.150890
0.107730	0.076426	0.150900
0.107834	0.076434	0.150910
0.107873	0.076445	0.150920
0.107898	0.076532	0.150930
0.108074	0.076549	0.150940
0.108200	0.076660	0.150950
0.108236	0.076687	0.150960
0.108154	0.076643	0.150970
0.108093	0.076630	0.150980
0.108246	0.076705	0.150990
0.108331	0.076751	0.151000
0.108276	0.076670	0.151010
0.108128	0.076710	0.151020
0.107920	0.076659	0.151030
0.107719	0.076632	0.151040
0.107788	0.076654	0.151050
0.107651	0.076727	0.151060
0.107806	0.076591	0.151070
0.107749	0.076537	0.151080
0.107792	0.076478	0.151090
0.107832	0.076620	0.151100
0.108113	0.076597	0.151110
0.108189	0.076693	0.151120
0.108230	0.076696	0.151130
0.108177	0.076592	0.151140
0.108120	0.076574	0.151150
0.108027	0.076480	0.151160
0.108041	0.076446	0.151170
0.107922	0.076478	0.151180
0.107914	0.076453	0.151190
0.107862	0.076470	0.151200
0.107927	0.076435	0.151210
0.107710	0.076398	0.151220
0.107812	0.076439	0.151230
0.107956	0.076477	0.151240
0.107953	0.076650	0.151250
0.108072	0.076599	0.151260
0.108139	0.076658	0.151270
0.108078	0.076688	0.151280
0.107973	0.076685	0.151290
0.108009	0.076574	0.151300
0.107666	0.076607	0.151310
0.107674	0.076706	0.151320
0.107700	0.076692	0.151330
0.107397	0.076715	0.151340
0.107296	0.076832	0.151350
0.107318	0.076802	0.151360
0.107227	0.076794	0.151370
0.107386	0.076579	0.151380
0.107415	0.076486	0.151390
0.107394	0.076461	0.151400
0.107500	0.076521	0.151410
0.107674	0.076563	0.151420
0.107791	0.076642	0.151430
0.107750	0.076709	0.151440
0.107793	0.076530	0.151450
0.107884	0.076480	0.151460
0.107959	0.076447	0.151470
0.107978	0.076533	0.151480
0.107963	0.076477	0.151490
0.107867	0.076397	0.151500
0.107774	0.076408	0.151510
0.107581	0.076465	0.151520
0.107478	0.076478	0.151530
0.107364	0.076522	0.151540
0.107485	0.076408	0.151550
0.107265	0.076326	0.151560
0.107332	0.076375	0.151570
0.107383	0.076330	0.151580
0.107342	0.076320	0.151590
0.107201	0.076209	0.151600
0.107352	0.076132	0.151610
0.107333	0.076173	0.151620
0.107395	0.075983	0.151630
0.107251	0.075912	0.151640
0.107181	0.075951	0.151650
0.107099	0.076061	0.151660
0.106929	0.076125	0.151670
0.107005	0.076102	0.151680
0.106830	0.076058	0.151690
0.106823	0.075875	0.151700
0.106795	0.075951	0.151710
0.106771	0.075943	0.151720
0.106666	0.075988	0.151730
0.106726	0.076042	0.151740
0.106610	0.076105	0.151750
0.106644	0.076144	0.151760
0.106468	0.076116	0.151770
0.106634	0.076249	0.151780
0.106712	0.076220	0.151790
0.106524	0.076319	0.151800
0.106642	0.076313	0.151810
0.106682	0.076291	0.151820
0.106471	0.076204	0.151830
0.106485	0.076209	0.151840
0.106385	0.075984	0.151850
0.106475	0.075882	0.151860
0.106492	0.075898	0.151870
0.106572	0.075979	0.151880
0.106422	0.076043	0.151890
0.106337	0.075955	0.151900
0.106383	0.075950	0.151910
0.106402	0.076153	0.151920
0.106512	0.076048	0.151930
0.106344	0.076006	0.151940
0.106356	0.075941	0.151950
0.106432	0.075917	0.151960
0.106453	0.076104	0.151970
0.106442	0.076189	0.151980
0.106379	0.075996	0.151990
0.106467	0.075940	0.152000
0.106491	0.075917	0.152010
0.106549	0.075923	0.152020
0.106647	0.075983	0.152030
0.106426	0.075963	0.152040
