"timeindex"	"ar1"	"sd"
7738	0.995785213208217	0.00129757581000546
7739	0.995788986460254	0.00129732646339482
7740	0.995776555109477	0.00129708987285771
7741	0.9957749970177	0.00129683153361699
7742	0.995773276827799	0.001296583113316
7743	0.99580034213502	0.00129633483296118
7744	0.99578129592226	0.00129612225410836
7745	0.995817539187628	0.00129588623937828
7746	0.995836008221121	0.00129569677186174
7747	0.995842642113443	0.00129553288019628
7748	0.995860212326049	0.00129537733758159
7749	0.995846272628707	0.00129524609910342
7750	0.995848354790723	0.00129509729359251
7751	0.995839194513153	0.00129495288031089
7752	0.995844014766887	0.00129479810697965
7753	0.99585438275678	0.00129465250465558
7754	0.995860855923506	0.00129452232736741
7755	0.995871735478724	0.00129439758493226
7756	0.995886439519095	0.00129428803084277
7757	0.995897000148998	0.00129420165307492
7758	0.995911771951747	0.0012941297559784
7759	0.9959351468426	0.00129407752264291
7760	0.995945499457038	0.00129405332144439
7761	0.995942111314025	0.00129403741922891
7762	0.995934458009052	0.00129402084574962
7763	0.995952580257256	0.00129399697723139
7764	0.995941859373327	0.00129397775613629
7765	0.995934283062072	0.00129396256538098
7766	0.995936759257297	0.00129393164333056
7767	0.99594827462269	0.00129390755986529
7768	0.99594782411999	0.00129389722979419
7769	0.995944937185284	0.00129388616296011
7770	0.995955203909114	0.00129387162837987
7771	0.995958363493809	0.00129386738312163
7772	0.995958795738735	0.00129386680584819
7773	0.99595953700233	0.00129386705385839
7774	0.995959750116795	0.00129386828183737
7775	0.995959669754265	0.00129386834698848
7776	0.995959454547508	0.00129386823253551
7777	0.995959248394769	0.00129386794896785
7778	0.995960230923594	0.00129386755373701
7779	0.99595998493541	0.00129386753975276
7780	0.995959604193788	0.00129386769119819
7781	0.995958105292411	0.00129386695547733
7782	0.995964858617813	0.00129386333528569
7783	0.995965633213526	0.00129386377408121
7784	0.99596513054788	0.00129386330460823
7785	0.995965348379782	0.00129386338310841
7786	0.995966185485514	0.00129386564979429
7787	0.995966179725293	0.0012938681616327
7788	0.995969449234072	0.00129387222890594
7789	0.995961698635565	0.00129387263107588
7790	0.995963226074409	0.0012938678129197
7791	0.995963115411501	0.00129387326973413
7792	0.995958371349572	0.00129387461164962
7793	0.995947843599593	0.0012938663308463
7794	0.995936412346005	0.00129382742819889
7795	0.995921736768346	0.00129379178974126
7796	0.995920789215528	0.00129373070942661
7797	0.995916649797582	0.00129366801536359
7798	0.995911714509914	0.00129360506035525
7799	0.995898848585982	0.00129353275908354
7800	0.995898500466714	0.00129344786652146
7801	0.995882453824307	0.00129336397421886
7802	0.995855467295702	0.00129325261792965
7803	0.995841856872739	0.00129311215900584
7804	0.995827519232961	0.00129296095531261
7805	0.995783350939591	0.00129279278587834
7806	0.995761116322474	0.00129255950424766
7807	0.995730274296317	0.00129231233132165
7808	0.995726811554019	0.00129201215436346
7809	0.99570557095913	0.00129171848352839
7810	0.995687509186864	0.00129139582806915
7811	0.995698472032234	0.00129105265333892
7812	0.99564016191277	0.00129071162035096
7813	0.995652423688353	0.0012903229710284
7814	0.995660213351276	0.00128993511976305
7815	0.995652669799013	0.00128957936346296
7816	0.99563444502774	0.00128919967795476
7817	0.995583635274256	0.00128880618886219
7818	0.995544962832526	0.0012883558890514
7819	0.995545490397684	0.00128784538173442
7820	0.99556522340996	0.00128731035305012
7821	0.995530174583417	0.00128684063492514
7822	0.995524247860717	0.00128633184693997
7823	0.995479127649622	0.00128583612436799
7824	0.995431745459379	0.00128524563228763
7825	0.995430997929243	0.00128460638915252
7826	0.995409424423107	0.00128398321401683
7827	0.99541483950015	0.00128333133970665
7828	0.995365699757922	0.00128268879232453
7829	0.995361739689075	0.00128199757978349
7830	0.995337872599535	0.00128131039081449
7831	0.995344543695566	0.00128060493455861
7832	0.995361675545106	0.00127991300271098
7833	0.995343254314011	0.00127924953377038
7834	0.995345115779112	0.00127856846697481
7835	0.995378939575876	0.00127789629676352
7836	0.995391387908559	0.00127727245667759
7837	0.995365595210176	0.00127667157332434
7838	0.995361956952737	0.00127604231865114
7839	0.995361313472677	0.00127541819224957
7840	0.995356505873391	0.00127479557515873
7841	0.995388986201923	0.0012741694778815
7842	0.995411309366823	0.00127359131290177
7843	0.995453200019822	0.0012730507185858
7844	0.99543653520969	0.00127256183734601
7845	0.995418449387829	0.00127205887246614
7846	0.9954179899148	0.0012715386724836
7847	0.995455222576507	0.00127102253138453
7848	0.995468286594783	0.00127055670561809
7849	0.995455326264108	0.00127011176126773
7850	0.995508115842531	0.00126965834457673
7851	0.995535446315503	0.0012692803779817
7852	0.995588803750248	0.00126893764608369
7853	0.99556687611313	0.00126866344093263
7854	0.995604342614067	0.00126836348907332
7855	0.995587523963536	0.00126810429520666
7856	0.995576294021564	0.00126783152997205
7857	0.995607480823726	0.00126755638088966
7858	0.995619503506754	0.00126731544554907
7859	0.99561389519754	0.00126709567201345
7860	0.995659525095147	0.00126687325899432
7861	0.995728015248166	0.00126670995198875
7862	0.995739257607384	0.00126661860397102
7863	0.995740855353399	0.00126654583991816
7864	0.995736695639198	0.00126646132605556
7865	0.995742943383995	0.00126637534554136
7866	0.995743156697387	0.00126630938594177
7867	0.995775420173786	0.00126625527976754
7868	0.995795548172134	0.00126621690840582
7869	0.995829349094349	0.00126624406049941
7870	0.995851067240883	0.00126629411459388
7871	0.995892003871134	0.0012663969833352
7872	0.995871581722866	0.00126647756549359
7873	0.995868507507861	0.00126656408688077
7874	0.995867691726027	0.00126663767679769
7875	0.995881951285682	0.00126673711306541
7876	0.99591058444952	0.00126686774115248
7877	0.99593195772055	0.0012670306872365
7878	0.995947481612739	0.00126721034423406
7879	0.995973432394113	0.00126742318726849
7880	0.995951074658677	0.0012676056364794
7881	0.99595133983054	0.00126778726892663
7882	0.99596955391124	0.00126799256789684
7883	0.99595895410171	0.00126818093742793
7884	0.995979961082076	0.00126839205995979
7885	0.995977416070447	0.00126860484298562
7886	0.995988871130276	0.00126882957437184
7887	0.995973532904124	0.00126902331534597
7888	0.995962649291519	0.001269209623524
7889	0.995956049596396	0.00126938813988563
7890	0.995934398510164	0.00126953468024317
7891	0.99590862436946	0.00126964795093488
7892	0.995908714321921	0.0012697536325311
7893	0.995877420150154	0.0012698373295654
7894	0.995860566596506	0.00126988258432088
7895	0.995862775658952	0.00126994086562553
7896	0.995846592242786	0.00126997697052708
7897	0.99582882406084	0.00126999843566342
7898	0.995812507069501	0.00126999332891086
7899	0.995800319620032	0.00126997174386196
7900	0.995794636341828	0.00126994062992552
7901	0.995779343025532	0.00126990405920809
7902	0.995778225973804	0.00126983498485971
7903	0.995757375241154	0.00126976337933264
7904	0.995768539407446	0.00126968253243623
7905	0.995782329681398	0.0012696173794143
7906	0.995766771337281	0.00126955778693501
7907	0.9957642832796	0.0012694845497804
7908	0.995747013983466	0.00126941591807179
7909	0.995731107940368	0.00126932302051036
7910	0.995710642073596	0.00126920073317597
7911	0.995710181650242	0.0012690503575766
7912	0.995686753782391	0.00126889792065477
7913	0.995692058563309	0.00126873294747452
7914	0.99568370350082	0.00126857521712315
7915	0.99570933518827	0.00126840591903569
7916	0.995700204502858	0.00126826081420199
7917	0.995693879283974	0.00126811696719332
7918	0.995696162928421	0.00126795613534747
7919	0.995678446212489	0.0012677994459745
7920	0.995669444583644	0.00126762796926422
7921	0.995621653194454	0.0012674552551862
7922	0.995624495074443	0.00126721921573573
7923	0.995628844680865	0.00126698827319389
7924	0.995640378447821	0.00126676647361099
7925	0.995635043179381	0.00126656005315025
7926	0.995630750116597	0.00126634973353808
7927	0.995614844777768	0.0012661370029149
7928	0.995645497718844	0.00126590446403895
7929	0.995652279387262	0.00126571199392834
7930	0.995631452397773	0.00126553149382645
7931	0.995628812159211	0.00126532372146704
7932	0.995645317188534	0.00126511527881042
7933	0.995654825077245	0.00126492801963333
7934	0.995663473322214	0.00126476143466524
7935	0.995677691115692	0.00126460675462655
7936	0.995672431942315	0.00126447548868647
7937	0.995688526801513	0.00126433067536641
7938	0.995721209909665	0.00126420013144449
7939	0.995726787211817	0.00126411397343773
7940	0.995731577711218	0.00126404667588451
7941	0.99574109098872	0.0012639879674506
7942	0.995750614227393	0.00126393877926947
7943	0.995787204460739	0.00126391296358228
7944	0.99580392815771	0.00126390606024659
7945	0.995821392191431	0.00126393879395202
7946	0.995850195875573	0.00126400914262109
7947	0.995869926584437	0.00126410557411052
7948	0.995878894230222	0.00126421424342218
7949	0.995895868800821	0.00126434830077135
7950	0.995912409380639	0.00126449679168349
7951	0.995902434860627	0.00126463686615838
7952	0.99591235944567	0.00126478290974899
7953	0.99591546001611	0.00126493469936197
7954	0.995924234788473	0.00126509473060396
7955	0.995917951598069	0.00126524616336573
7956	0.995911645015198	0.00126538945937356
7957	0.99592153040126	0.00126553893341671
7958	0.995925537492998	0.00126569579384605
7959	0.995929390677597	0.00126585659855374
7960	0.995928718973412	0.00126601271583194
7961	0.995941941153396	0.00126618068762799
7962	0.995922165050774	0.00126632234073999
7963	0.995923153786361	0.00126646787000375
7964	0.995927408925966	0.00126661775700685
7965	0.995962755799667	0.00126681449308911
7966	0.995959171251962	0.00126700634804081
7967	0.995961447170248	0.00126719628473319
7968	0.995931154010516	0.00126735418832109
7969	0.995916773726408	0.00126749895679263
7970	0.995907948972762	0.00126761116471885
7971	0.995918117850606	0.00126774641963497
7972	0.995898973806498	0.00126784463018612
7973	0.995894406192181	0.00126794657095652
7974	0.995882355468395	0.00126802310501161
7975	0.995892042260029	0.00126811067019003
7976	0.995884404327205	0.00126820161835891
7977	0.995876615189321	0.00126826762336165
7978	0.995856003981559	0.00126832018387877
7979	0.995827407073188	0.00126835887951188
7980	0.995834540739299	0.00126836631196502
7981	0.99583955035214	0.00126839039562648
7982	0.995815545819972	0.0012683838127968
7983	0.99582486307792	0.00126836408834618
7984	0.995813632999236	0.00126836116313085
7985	0.995797984474295	0.00126835951731331
7986	0.995781255963835	0.00126832646692501
7987	0.995740969798372	0.00126825522990146
7988	0.99573065768418	0.00126815401792742
7989	0.995715482783886	0.00126803433051432
7990	0.995698278706852	0.00126789381776874
7991	0.995676516746709	0.00126773837480977
7992	0.995684135190291	0.00126754151104854
7993	0.995705652185713	0.00126735871553021
7994	0.995707297739528	0.00126721634345346
7995	0.995675388951602	0.00126704267074263
7996	0.995691127167796	0.00126685471157877
7997	0.995693720782438	0.0012666820189958
7998	0.995669500660735	0.00126651341704516
7999	0.995651655297628	0.00126632893836706
8000	0.995670456570736	0.00126612853979016
8001	0.995601126719037	0.00126592517402926
8002	0.995562606104463	0.00126565478255114
8003	0.995588571933814	0.00126535095035645
8004	0.995531888876629	0.0012650719193237
8005	0.99553215620423	0.00126473696696375
8006	0.995535691005169	0.00126438974075577
8007	0.99547603092791	0.00126404521692898
8008	0.995399717262203	0.00126361226867841
8009	0.99538803892414	0.00126310514465408
8010	0.995383239172747	0.00126257450544031
8011	0.995395366212113	0.00126203417063994
8012	0.99539675488918	0.00126151326168828
8013	0.995333114787025	0.00126101918972575
8014	0.995369466518058	0.00126043635217576
8015	0.995397243334061	0.00125989938694739
8016	0.99538545211889	0.00125939399797949
8017	0.99539940098606	0.00125889144755844
8018	0.995454798684018	0.00125841278318069
8019	0.995448301965487	0.00125800275562711
8020	0.995421801457457	0.00125760176264134
8021	0.995422581705191	0.00125717545169767
8022	0.995404985824299	0.00125674342730641
8023	0.995362200806345	0.00125629278046184
8024	0.995377938455119	0.00125579625352668
8025	0.995336265828487	0.00125532424257514
8026	0.995327721462624	0.00125480361666356
8027	0.995372591157745	0.00125427569788246
8028	0.995343122471742	0.00125381142464721
8029	0.99533541469241	0.00125331461325972
8030	0.995383418198425	0.00125281675750733
8031	0.995355573396932	0.00125238477962339
8032	0.995391112468853	0.00125192227981029
8033	0.995377312682852	0.00125150856469459
8034	0.995348460565074	0.00125107689374735
8035	0.995370943647407	0.00125060427985682
8036	0.995342993548842	0.00125017484695789
8037	0.995383157131058	0.00124971325055802
8038	0.995396128101092	0.00124931089701894
8039	0.995400870120995	0.0012489245601983
8040	0.995420964814842	0.00124855113965665
8041	0.995466193672442	0.00124823005252986
8042	0.99552669486589	0.00124796224729646
8043	0.995506758548306	0.00124773741463839
8044	0.995570346604605	0.00124751820548093
8045	0.995591986904804	0.00124735661954158
8046	0.995614491270586	0.00124725349327199
8047	0.995660151865986	0.00124717982677523
8048	0.995664662308583	0.00124710914175954
8049	0.995677401591504	0.0012470853832892
8050	0.995724533026043	0.00124709500885751
8051	0.995778106314875	0.00124718244082887
8052	0.995786952792169	0.00124727945966726
8053	0.995786985479317	0.00124739561620275
8054	0.995844662784708	0.00124757587108869
8055	0.995864932529193	0.00124779416132088
8056	0.995938483080923	0.00124808094650818
8057	0.995947750492794	0.00124837847444845
8058	0.995945043179278	0.0012486970281345
8059	0.995904701033698	0.00124894376977566
8060	0.99590010186361	0.00124916658325329
8061	0.995950401385662	0.00124946834422609
8062	0.995951727095573	0.00124977399552898
8063	0.995972643724381	0.00125010679719068
8064	0.995976498208502	0.00125043684270351
8065	0.99604520983152	0.00125085829213545
8066	0.996020889293435	0.00125124974510138
8067	0.99604503525448	0.00125166556207965
8068	0.996061504181171	0.00125208848106415
8069	0.996047881032839	0.00125249444727126
8070	0.996013466518187	0.00125285778673731
8071	0.996012340779804	0.00125321695583717
8072	0.995998681208451	0.00125355688073016
8073	0.995986645106913	0.00125387739890078
8074	0.995986625344777	0.00125419376281034
8075	0.995967299005799	0.00125448563473845
8076	0.99595404162275	0.00125475712846425
8077	0.995976271988032	0.00125505828330136
8078	0.995967455105015	0.00125534371251974
8079	0.995932954783057	0.00125558691862012
8080	0.99596893836013	0.00125586970362189
8081	0.995981996863407	0.00125616963286693
8082	0.996002260732349	0.00125649071064354
8083	0.996006032449128	0.00125681706462401
8084	0.995966042124465	0.00125709755665914
8085	0.995962253743803	0.00125736569095825
8086	0.995962615313448	0.00125762961221063
8087	0.995972431025272	0.00125790445552377
8088	0.995958486915663	0.00125816370836395
8089	0.99590252678921	0.0012583502302254
8090	0.995914131549792	0.00125856567748025
8091	0.995890341808968	0.00125873026253494
8092	0.99588687002274	0.00125887480171303
8093	0.995878521431772	0.00125903613312507
8094	0.995879026251656	0.00125918550106453
8095	0.995862715220533	0.0012593295044833
8096	0.995866171236625	0.00125945232393903
8097	0.995850104388853	0.00125954687788579
8098	0.995830695301954	0.00125963295558236
8099	0.995801311481265	0.00125967810759009
8100	0.995796028924292	0.00125973392737568
8101	0.995787016421959	0.00125978182642345
8102	0.995779171686246	0.00125980144070495
8103	0.995777421113894	0.00125980477274041
8104	0.995746359836197	0.00125979269095808
8105	0.995730156841155	0.00125976838133649
8106	0.995721555042601	0.00125969318487283
8107	0.995666084917789	0.00125961252665731
8108	0.995676956959545	0.00125949688615591
8109	0.995639436019379	0.00125936933933992
8110	0.995618286603347	0.00125920205053903
8111	0.995595292543719	0.00125901799225984
8112	0.995545527296781	0.00125880348801257
8113	0.995520034216428	0.00125852923057828
8114	0.995523764221662	0.00125822042547919
8115	0.99550695785713	0.00125791496590783
8116	0.995554702628983	0.00125759704842047
8117	0.99556770357406	0.00125734575597195
8118	0.995568920063407	0.00125710877097314
8119	0.995572979454128	0.00125687549685218
8120	0.995548229818521	0.00125664822138121
8121	0.995541627176791	0.00125639396303764
8122	0.995556981081919	0.00125613967396598
8123	0.995587288294742	0.00125591037927752
8124	0.995548750827003	0.00125571292589846
8125	0.995519621944773	0.0012554738522913
8126	0.995539667997012	0.00125519829509093
8127	0.995513598188281	0.00125495206703306
8128	0.995548852665373	0.00125468707729535
8129	0.995530680213614	0.00125446187864995
8130	0.99553786872753	0.00125422195177588
8131	0.995556123331459	0.00125400295446759
8132	0.995592771316845	0.00125380290807677
8133	0.995594161170875	0.00125363205683029
8134	0.995581165880027	0.00125346625285001
8135	0.99563786429243	0.00125330080651327
8136	0.995670202198906	0.001253208933295
8137	0.995689059226738	0.00125315062942352
8138	0.995721682079984	0.00125312738437736
8139	0.99574921778122	0.00125315013880959
8140	0.995740522043737	0.00125317631862369
8141	0.995730069562397	0.00125321510321408
8142	0.995730548555491	0.00125324695015414
8143	0.995779165724161	0.00125324841544129
8144	0.995821336868097	0.00125335387745534
8145	0.995795895862031	0.0012534401153455
8146	0.995826768429231	0.00125354762750922
8147	0.995820008934634	0.00125366889415348
8148	0.995844427168446	0.00125379426517679
8149	0.995874490952542	0.00125398227737644
8150	0.995865607087762	0.00125415681927548
8151	0.995894074733464	0.00125433823633157
8152	0.995891757611888	0.00125454467637095
8153	0.995924745222769	0.00125475519925429
8154	0.995947487190173	0.00125500593311174
8155	0.9959747823176	0.00125528667321361
8156	0.995996620172449	0.00125559236730844
8157	0.996042358009715	0.00125596375082632
8158	0.996062094982253	0.00125632868335097
8159	0.996087867236937	0.00125673482013398
8160	0.996073166700652	0.00125712562209413
8161	0.996133376500662	0.00125759842978438
8162	0.99619991483343	0.00125815396120001
8163	0.996201162711098	0.00125870228288056
8164	0.996202856230828	0.00125924824155732
8165	0.996151085946069	0.00125973078754733
8166	0.996183772219055	0.00126024447639718
8167	0.996176791395569	0.00126074699130732
8168	0.996176097483225	0.00126123864260167
8169	0.99614958139731	0.00126169598390699
8170	0.996160611845175	0.00126216334871815
8171	0.996115941767241	0.00126257438399126
8172	0.996094133978959	0.00126295383399962
8173	0.996073104973123	0.00126330795957731
8174	0.996044332059972	0.00126361582144328
8175	0.996039062720763	0.00126391858784743
8176	0.996030579567207	0.00126420057968616
8177	0.996012908929926	0.0012644741457455
8178	0.995968508493116	0.00126470168999577
8179	0.995981289289631	0.00126493079162794
8180	0.995931949170782	0.00126507788787674
8181	0.995919552387663	0.00126521758044997
8182	0.995880436589856	0.00126533509918341
8183	0.995900303987972	0.00126542689635901
8184	0.995875493289215	0.00126552518309588
8185	0.995846884138293	0.00126557431895678
8186	0.995830056038992	0.00126558639268342
8187	0.995792547346158	0.00126556144061614
8188	0.995779347321283	0.00126552495213922
8189	0.995726409550357	0.00126545788214671
8190	0.995707294815751	0.00126532697879854
8191	0.995729016296986	0.00126516528953675
8192	0.99567557300335	0.00126503090060557
8193	0.995666497733026	0.00126484523301199
8194	0.995672328236788	0.00126464050434641
8195	0.995656030266104	0.00126446239153983
8196	0.995597393963409	0.00126424535361613
8197	0.995586439269512	0.0012639745682664
8198	0.995576368597327	0.00126368015266853
8199	0.995544422246742	0.00126338039290977
8200	0.99549416189873	0.00126301235823031
8201	0.995497227504984	0.00126261673688896
8202	0.995442593778227	0.00126220988839357
8203	0.995442368770808	0.00126173194543307
8204	0.995392324884342	0.00126128768828779
8205	0.995352760890276	0.00126077431669717
8206	0.995365389906244	0.00126019958506482
8207	0.995322265734569	0.00125965610599132
8208	0.995264978536129	0.001259062646083
8209	0.995237713904238	0.0012584012386451
8210	0.995199665936024	0.00125771772540125
8211	0.995181364257785	0.00125699477743218
8212	0.995240392660434	0.0012562628633212
8213	0.995189983511519	0.00125560872795669
8214	0.995193142801626	0.00125489732698414
8215	0.995145564366226	0.00125419547151515
8216	0.995172045545177	0.00125344085251357
8217	0.995159823397163	0.00125273512654458
8218	0.995178567131828	0.00125202354382908
8219	0.995223131929672	0.00125135464152777
8220	0.99517643730322	0.00125073209077773
8221	0.995178779098575	0.00125006890073658
8222	0.995194057016803	0.00124939600118517
8223	0.99516261081044	0.00124874645173609
8224	0.995128515117631	0.00124809127773168
8225	0.995188105277835	0.00124740504041546
8226	0.995203940452083	0.0012467395299674
8227	0.995254227157381	0.00124616819912809
8228	0.995273997287846	0.00124565158272747
8229	0.995220472083247	0.00124516500620086
8230	0.995248864113507	0.00124459383536274
8231	0.995261934887048	0.0012440683101868
8232	0.995269827596592	0.00124357603614446
8233	0.995305423343679	0.00124305130067496
8234	0.995429572968466	0.00124260697440712
8235	0.995527139753803	0.00124234231411551
8236	0.995524119978959	0.00124217759046398
8237	0.995580884089425	0.00124204026158823
8238	0.995599450475476	0.00124193154196293
8239	0.99565382938729	0.00124188374804725
8240	0.995654476645894	0.00124186862958346
8241	0.99564385632691	0.00124186694641396
8242	0.995669864325123	0.00124186784168071
8243	0.995771148340532	0.00124193074397155
8244	0.995767115110223	0.00124209297842709
8245	0.99576813709341	0.0012421737213013
8246	0.995827249544777	0.00124234922707885
8247	0.995866017425338	0.00124257665260811
8248	0.995854638906182	0.00124280937226905
8249	0.995856278170426	0.00124303564493801
8250	0.995896220818345	0.00124331074685025
8251	0.995891165941391	0.00124358826476349
8252	0.995894201112025	0.00124380984970207
8253	0.995928797356162	0.00124410186016239
8254	0.995951814740546	0.00124446363263993
8255	0.995957316143194	0.00124480849002056
8256	0.996013715582835	0.00124519696045263
8257	0.995997109413056	0.00124556352024177
8258	0.996050618771048	0.00124595542197909
8259	0.996031264928412	0.00124639290840526
8260	0.996042729350994	0.00124683108845583
8261	0.996042830607249	0.00124723513353172
8262	0.99601900755619	0.00124764395600558
8263	0.996072732327975	0.001248062613812
8264	0.996078009121121	0.00124846146464046
8265	0.996141007133426	0.0012489662920007
8266	0.996171485340448	0.00124951463582358
8267	0.996174787232706	0.00125006753338454
8268	0.996107616976783	0.00125054368440859
8269	0.996126928582081	0.00125102249890149
8270	0.996161542157345	0.00125156299418786
8271	0.996180433979782	0.00125211037822756
8272	0.996162141841016	0.0012526395271138
8273	0.996159297652808	0.00125317822719086
8274	0.996179208190883	0.00125371493606318
8275	0.996191305059624	0.00125423823497265
